x,rho,E,F,T,Tr
0.0025,1,136.847,0.335207,9.99322,9.99356
0.0075,1,136.83,0.335251,9.99292,9.99325
0.0125,1,136.814,0.334765,9.99258,9.99295
0.0175,1,136.797,0.334235,9.99248,9.99265
0.0225,1,136.781,0.333668,9.99185,9.99235
0.0275,1,136.765,0.333103,9.99157,9.99206
0.0325,1,136.748,0.332526,9.99139,9.99176
0.0375,1,136.732,0.331993,9.99118,9.99146
0.0425,1,136.716,0.331427,9.9909,9.99117
0.0475,1,136.7,0.330854,9.99062,9.99087
0.0525,1,136.683,0.330234,9.99041,9.99057
0.0575,1,136.667,0.329482,9.9901,9.99028
0.0625,1,136.651,0.328704,9.98987,9.98999
0.0675,1,136.635,0.327862,9.98964,9.9897
0.0725,1,136.619,0.327096,9.98894,9.9894
0.0775,1,136.603,0.326368,9.98862,9.98911
0.0825,1,136.587,0.32555,9.98836,9.98882
0.0875,1,136.572,0.324718,9.98842,9.98853
0.0925,1,136.556,0.323863,9.9881,9.98824
0.0975,1,136.54,0.322997,9.98776,9.98795
0.1025,1,136.524,0.322127,9.98745,9.98766
0.1075,1,136.508,0.32126,9.98722,9.98737
0.1125,1,136.493,0.320358,9.9869,9.98709
0.1175,1,136.477,0.319407,9.98657,9.9868
0.1225,1,136.461,0.318483,9.98624,9.98651
0.1275,1,136.446,0.317549,9.98592,9.98623
0.1325,1,136.43,0.316536,9.98563,9.98595
0.1375,1,136.415,0.315499,9.98542,9.98566
0.1425,1,136.399,0.314496,9.98501,9.98538
0.1475,1,136.384,0.313467,9.98473,9.9851
0.1525,1,136.369,0.312394,9.9845,9.98482
0.1575,1,136.353,0.311299,9.98413,9.98454
0.1625,1,136.338,0.310218,9.98376,9.98426
0.1675,1,136.323,0.309129,9.98392,9.98398
0.1725,1,136.308,0.307978,9.9835,9.98371
0.1775,1,136.293,0.306761,9.98315,9.98343
0.1825,1,136.278,0.30565,9.98272,9.98316
0.1875,1,136.263,0.304565,9.98246,9.98288
0.1925,1,136.248,0.303297,9.98248,9.98261
0.1975,1,136.233,0.302114,9.98211,9.98234
0.2025,1,136.219,0.300935,9.98198,9.98207
0.2075,1,136.204,0.299626,9.9815,9.9818
0.2125,1,136.189,0.298358,9.9812,9.98153
0.2175,1,136.175,0.296944,9.98124,9.98126
0.2225,1,136.16,0.29554,9.98076,9.981
0.2275,1,136.146,0.294316,9.98026,9.98074
0.2325,1,136.131,0.292975,9.98032,9.98047
0.2375,1,136.117,0.291593,9.97993,9.98021
0.2425,1,136.103,0.290267,9.97943,9.97995
0.2475,1,136.089,0.288908,9.97943,9.97969
0.2525,1,136.074,0.287556,9.9789,9.97943
0.2575,1,136.06,0.286151,9.97885,9.97917
0.2625,1,136.046,0.284749,9.9784,9.97891
0.2675,1,136.032,0.283363,9.97839,9.97866
0.2725,1,136.019,0.281824,9.97822,9.9784
0.2775,1,136.005,0.280273,9.97763,9.97815
0.2825,1,135.991,0.278891,9.97751,9.9779
0.2875,1,135.977,0.277374,9.97745,9.97765
0.2925,1,135.964,0.275734,9.97692,9.9774
0.2975,1,135.951,0.274229,9.97687,9.97715
0.3025,1,135.937,0.272643,9.97679,9.97691
0.3075,1,135.924,0.271103,9.97614,9.97666
0.3125,1,135.91,0.269591,9.97607,9.97642
0.3175,1,135.897,0.267957,9.97597,9.97617
0.3225,1,135.884,0.266325,9.97588,9.97593
0.3275,1,135.871,0.264713,9.97528,9.9757
0.3325,1,135.858,0.26312,9.97503,9.97546
0.3375,1,135.845,0.261543,9.97485,9.97522
0.3425,1,135.832,0.259947,9.97462,9.97498
0.3475,1,135.819,0.258299,9.97472,9.97475
0.3525,1,135.807,0.256576,9.97449,9.97452
0.3575,1,135.794,0.254812,9.97426,9.97429
0.3625,1,135.782,0.253202,9.97396,9.97406
0.3675,1,135.769,0.251487,9.9738,9.97383
0.3725,1,135.757,0.24966,9.97344,9.9736
0.3775,1,135.745,0.247996,9.97319,9.97338
0.3825,1,135.733,0.246312,9.97267,9.97316
0.3875,1,135.721,0.244581,9.97248,9.97293
0.3925,1,135.708,0.242754,9.97252,9.97271
0.3975,1,135.697,0.241,9.9721,9.97249
0.4025,1,135.685,0.239228,9.97215,9.97228
0.4075,1,135.673,0.237354,9.9718,9.97206
0.4125,1,135.661,0.235659,9.97134,9.97185
0.4175,1,135.65,0.233845,9.97127,9.97163
0.4225,1,135.638,0.232053,9.97088,9.97142
0.4275,1,135.627,0.230269,9.97111,9.97121
0.4325,1,135.616,0.228289,9.9707,9.97101
0.4375,1,135.604,0.226409,9.97035,9.9708
0.4425,1,135.593,0.22457,9.97046,9.97059
0.4475,1,135.582,0.222733,9.97001,9.97039
0.4525,1,135.571,0.220884,9.96967,9.97019
0.4575,1,135.56,0.219027,9.9695,9.96999
0.4625,1,135.55,0.217252,9.96944,9.96979
0.4675,1,135.539,0.215428,9.96907,9.96959
0.4725,1,135.528,0.213446,9.96926,9.9694
0.4775,1,135.518,0.211404,9.96917,9.96921
0.4825,1,135.507,0.20958,9.96873,9.96901
0.4875,1,135.497,0.207784,9.96865,9.96882
0.4925,1,135.487,0.205791,9.96857,9.96864
0.4975,1,135.477,0.203843,9.96823,9.96845
0.5025,1,135.467,0.201897,9.96823,9.96826
0.5075,1,135.457,0.199907,9.9679,9.96808
0.5125,1,135.447,0.19802,9.96754,9.9679
0.5175,1,135.437,0.196103,9.96758,9.96772
0.5225,1,135.427,0.194021,9.96733,9.96754
0.5275,1,135.418,0.192093,9.96689,9.96736
0.5325,1,135.408,0.190261,9.96705,9.96719
0.5375,1,135.399,0.188355,9.96676,9.96702
0.5425,1,135.39,0.186343,9.96677,9.96685
0.5475,1,135.38,0.184217,9.9662,9.96668
0.5525,1,135.371,0.18225,9.96603,9.96651
0.5575,1,135.362,0.180322,9.96616,9.96634
0.5625,1,135.353,0.178359,9.9657,9.96618
0.5675,1.00003,135.345,0.176445,9.96565,9.96602
0.5725,1.00013,135.336,0.17471,9.96553,9.96587
0.5775,1.0005,135.329,0.173678,9.96522,9.96574
0.5825,1.00175,135.326,0.174423,9.9652,9.96568
0.5875,1.00539,135.332,0.179049,9.96538,9.96579
0.5925,1.01483,135.36,0.191819,9.96604,9.9663
0.5975,1.03686,135.432,0.219852,9.96751,9.96763
0.6025,1.08348,135.589,0.272735,9.97003,9.97051
0.6075,1.17351,135.891,0.361303,9.97598,9.97606
0.6125,1.33292,136.418,0.494964,9.98562,9.98573
0.6175,1.59269,137.264,0.676956,10.0008,10.0012
0.6225,1.98353,138.515,0.898302,10.0238,10.0239
0.6275,2.5278,140.226,1.13636,10.0545,10.0547
0.6325,3.23062,142.394,1.35656,10.0933,10.0933
0.6375,4.07345,144.945,1.52024,10.1381,10.1382
0.6425,5.01296,147.734,1.59605,10.1866,10.1867
0.6475,5.98704,150.569,1.56951,10.2351,10.2352
0.6525,6.92655,153.254,1.44733,10.2804,10.2805
0.6575,7.76938,155.622,1.25405,10.32,10.32
0.6625,8.4722,157.568,1.02431,10.3521,10.3521
0.6675,9.01646,159.053,0.792713,10.3763,10.3764
0.6725,9.40728,160.102,0.586117,10.3934,10.3935
0.6775,9.66696,160.782,0.419899,10.4044,10.4045
0.6825,9.82598,161.178,0.297957,10.4108,10.4109
0.6875,9.91477,161.374,0.214855,10.414,10.4141
0.6925,9.95775,161.438,0.159599,10.415,10.4151
0.6975,9.97034,161.41,0.118782,10.4146,10.4146
0.7025,9.95775,161.307,0.0780908,10.4129,10.413
0.7075,9.91477,161.115,0.0231025,10.4098,10.4099
0.7125,9.82598,160.79,-0.0595115,10.4046,10.4046
0.7175,9.66696,160.268,-0.180542,10.3961,10.3962
0.7225,9.40728,159.467,-0.34535,10.3831,10.3831
0.7275,9.01646,158.303,-0.549903,10.3641,10.3642
0.7325,8.4722,156.713,-0.778923,10.338,10.338
0.7375,7.76938,154.676,-1.00564,10.3042,10.3043
0.7425,6.92655,152.232,-1.19572,10.2632,10.2633
0.7475,5.98704,149.486,-1.31521,10.2166,10.2167
0.7525,5.01296,146.606,-1.33985,10.1671,10.1671
0.7575,4.07345,143.786,-1.26327,10.1178,10.1179
0.7625,3.23062,141.214,-1.09988,10.0722,10.0724
0.7675,2.5278,139.032,-0.881002,10.0331,10.0332
0.7725,1.98353,137.311,-0.644736,10.0018,10.002
0.7775,1.59269,136.051,-0.425078,9.97881,9.979
0.7825,1.33292,135.197,-0.244525,9.96315,9.96329
0.7875,1.17351,134.659,-0.111665,9.95335,9.95338
0.7925,1.08348,134.347,-0.023455,9.94752,9.9476
0.7975,1.03686,134.178,0.0292973,9.94427,9.94448
0.8025,1.01483,134.094,0.057476,9.94244,9.94292
0.8075,1.00539,134.054,0.0707121,9.94189,9.94218
0.8125,1.00175,134.036,0.0758444,9.94131,9.94184
0.8175,1.0005,134.027,0.07705,9.94138,9.94167
0.8225,1.00013,134.021,0.0765194,9.94125,9.94156
0.8275,1.00003,134.017,0.075311,9.94138,9.94148
0.8325,1,134.013,0.0739333,9.94094,9.94141
0.8375,1,134.009,0.0724573,9.94123,9.94134
0.8425,1,134.005,0.0709661,9.94088,9.94128
0.8475,1,134.002,0.0696349,9.94097,9.94121
0.8525,1,133.998,0.0682614,9.94085,9.94114
