x,rho,E,F,T,Tr
0.001,1,0.129433,0.114118,2.38307,1.75256
0.003,1,0.0470176,0.0319084,2.33545,1.36059
0.005,1,0.0213746,0.00627517,2.32469,1.11721
0.007,1,0.0160439,0.000945655,2.32294,1.03989
0.009,1,0.0152133,0.000115154,2.32272,1.02616
0.011,1,0.0151098,1.17442e-05,2.3227,1.02442
0.013,1,0.0150991,1.02923e-06,2.32269,1.02423
0.015,1,0.0150982,7.90123e-08,2.32269,1.02422
0.017,1,0.0150981,5.39321e-09,2.32269,1.02422
0.019,1,0.0150981,3.31235e-10,2.32269,1.02422
0.021,1,0.0150981,1.84829e-11,2.32269,1.02422
0.023,1,0.0150981,9.44609e-13,2.32269,1.02422
0.025,1,0.0150981,4.45175e-14,2.32269,1.02422
0.027,1,0.0150981,1.94535e-15,2.32269,1.02422
0.029,1,0.0150981,7.75783e-17,2.32269,1.02422
0.031,1,0.0150981,1.93396e-18,2.32269,1.02422
0.033,1,0.0150981,5.20412e-21,2.32269,1.02422
0.035,1,0.0150981,0,2.32269,1.02422
0.037,1,0.0150981,0,2.32269,1.02422
0.039,1,0.0150981,0,2.32269,1.02422
0.041,1,0.0150981,0,2.32269,1.02422
0.043,1,0.0150981,0,2.32269,1.02422
0.045,1,0.0150981,0,2.32269,1.02422
0.047,1,0.0150981,0,2.32269,1.02422
0.049,1,0.0150981,0,2.32269,1.02422
0.051,1,0.0150981,0,2.32269,1.02422
0.053,1,0.0150981,0,2.32269,1.02422
0.055,1,0.0150981,0,2.32269,1.02422
0.057,1,0.0150981,0,2.32269,1.02422
0.059,1,0.0150981,0,2.32269,1.02422
0.061,1,0.0150981,0,2.32269,1.02422
0.063,1,0.0150981,0,2.32269,1.02422
0.065,1,0.0150981,0,2.32269,1.02422
0.067,1,0.0150981,0,2.32269,1.02422
0.069,1,0.0150981,0,2.32269,1.02422
0.071,1,0.0150981,0,2.32269,1.02422
0.073,1,0.0150981,0,2.32269,1.02422
0.075,1,0.0150981,0,2.32269,1.02422
0.077,1,0.0150981,0,2.32269,1.02422
0.079,1,0.0150981,0,2.32269,1.02422
0.081,1,0.0150981,0,2.32269,1.02422
0.083,1,0.0150981,0,2.32269,1.02422
0.085,1,0.0150981,0,2.32269,1.02422
0.087,1,0.0150981,0,2.32269,1.02422
0.089,1,0.0150981,0,2.32269,1.02422
0.091,1,0.0150981,0,2.32269,1.02422
0.093,1,0.0150981,0,2.32269,1.02422
0.095,1,0.0150981,0,2.32269,1.02422
0.097,1,0.0150981,0,2.32269,1.02422
0.099,1,0.0150981,0,2.32269,1.02422
0.101,1,0.0150981,0,2.32269,1.02422
0.103,1,0.0150981,0,2.32269,1.02422
0.105,1,0.0150981,0,2.32269,1.02422
0.107,1,0.0150981,0,2.32269,1.02422
0.109,1,0.0150981,0,2.32269,1.02422
0.111,1,0.0150981,0,2.32269,1.02422
0.113,1,0.0150981,0,2.32269,1.02422
0.115,1,0.0150981,0,2.32269,1.02422
0.117,1,0.0150981,0,2.32269,1.02422
0.119,1,0.0150981,0,2.32269,1.02422
0.121,1,0.0150981,0,2.32269,1.02422
0.123,1,0.0150981,0,2.32269,1.02422
0.125,1,0.0150981,0,2.32269,1.02422
0.127,1,0.0150981,0,2.32269,1.02422
0.129,1,0.0150981,0,2.32269,1.02422
0.131,1,0.0150981,0,2.32269,1.02422
0.133,1,0.0150981,0,2.32269,1.02422
0.135,1,0.0150981,0,2.32269,1.02422
0.137,1,0.0150981,0,2.32269,1.02422
0.139,1,0.0150981,0,2.32269,1.02422
0.141,1,0.0150981,0,2.32269,1.02422
0.143,1,0.0150981,0,2.32269,1.02422
0.145,1,0.0150981,0,2.32269,1.02422
0.147,1,0.0150981,0,2.32269,1.02422
0.149,1,0.0150981,0,2.32269,1.02422
0.151,1,0.0150981,0,2.32269,1.02422
0.153,1,0.0150981,0,2.32269,1.02422
0.155,1,0.0150981,0,2.32269,1.02422
0.157,1,0.0150981,0,2.32269,1.02422
0.159,1,0.0150981,0,2.32269,1.02422
0.161,1,0.0150981,0,2.32269,1.02422
0.163,1,0.0150981,0,2.32269,1.02422
0.165,1,0.0150981,0,2.32269,1.02422
0.167,1,0.0150981,0,2.32269,1.02422
0.169,1,0.0150981,0,2.32269,1.02422
0.171,1,0.0150981,0,2.32269,1.02422
0.173,1,0.0150981,0,2.32269,1.02422
0.175,1,0.0150981,0,2.32269,1.02422
0.177,1,0.0150981,0,2.32269,1.02422
0.179,1,0.0150981,0,2.32269,1.02422
0.181,1,0.0150981,0,2.32269,1.02422
0.183,1,0.0150981,0,2.32269,1.02422
0.185,1,0.0150981,0,2.32269,1.02422
0.187,1,0.0150981,0,2.32269,1.02422
0.189,1,0.0150981,0,2.32269,1.02422
0.191,1,0.0150981,0,2.32269,1.02422
0.193,1,0.0150981,0,2.32269,1.02422
0.195,1,0.0150981,0,2.32269,1.02422
0.197,1,0.0150981,0,2.32269,1.02422
0.199,1,0.0150981,0,2.32269,1.02422
0.201,1,0.0150981,0,2.32269,1.02422
0.203,1,0.0150981,0,2.32269,1.02422
0.205,1,0.0150981,0,2.32269,1.02422
0.207,1,0.0150981,0,2.32269,1.02422
0.209,1,0.0150981,0,2.32269,1.02422
0.211,1,0.0150981,0,2.32269,1.02422
0.213,1,0.0150981,0,2.32269,1.02422
0.215,1,0.0150981,0,2.32269,1.02422
0.217,1,0.0150981,0,2.32269,1.02422
0.219,1,0.0150981,0,2.32269,1.02422
0.221,1,0.0150981,0,2.32269,1.02422
0.223,1,0.0150981,0,2.32269,1.02422
0.225,1,0.0150981,0,2.32269,1.02422
0.227,1,0.0150981,0,2.32269,1.02422
0.229,1,0.0150981,0,2.32269,1.02422
0.231,1,0.0150981,0,2.32269,1.02422
0.233,1,0.0150981,0,2.32269,1.02422
0.235,1,0.0150981,0,2.32269,1.02422
0.237,1,0.0150981,0,2.32269,1.02422
0.239,1,0.0150981,0,2.32269,1.02422
0.241,1,0.0150981,0,2.32269,1.02422
0.243,1,0.0150981,0,2.32269,1.02422
0.245,1,0.0150981,0,2.32269,1.02422
0.247,1,0.0150981,0,2.32269,1.02422
0.249,1,0.0150981,0,2.32269,1.02422
0.251,1,0.0150981,0,2.32269,1.02422
0.253,1,0.0150981,0,2.32269,1.02422
0.255,1,0.0150981,0,2.32269,1.02422
0.257,1,0.0150981,0,2.32269,1.02422
0.259,1,0.0150981,0,2.32269,1.02422
0.261,1,0.0150981,0,2.32269,1.02422
0.263,1,0.0150981,0,2.32269,1.02422
0.265,1,0.0150981,0,2.32269,1.02422
0.267,1,0.0150981,0,2.32269,1.02422
0.269,1,0.0150981,0,2.32269,1.02422
0.271,1,0.0150981,0,2.32269,1.02422
0.273,1,0.0150981,0,2.32269,1.02422
0.275,1,0.0150981,0,2.32269,1.02422
0.277,1,0.0150981,0,2.32269,1.02422
0.279,1,0.0150981,0,2.32269,1.02422
0.281,1,0.0150981,0,2.32269,1.02422
0.283,1,0.0150981,0,2.32269,1.02422
0.285,1,0.0150981,0,2.32269,1.02422
0.287,1,0.0150981,0,2.32269,1.02422
0.289,1,0.0150981,0,2.32269,1.02422
0.291,1,0.0150981,0,2.32269,1.02422
0.293,1,0.0150981,0,2.32269,1.02422
0.295,1,0.0150981,0,2.32269,1.02422
0.297,1,0.0150981,0,2.32269,1.02422
0.299,1,0.0150981,0,2.32269,1.02422
0.301,1,0.0150981,0,2.32269,1.02422
0.303,1,0.0150981,0,2.32269,1.02422
0.305,1,0.0150981,0,2.32269,1.02422
0.307,1,0.0150981,0,2.32269,1.02422
0.309,1,0.0150981,0,2.32269,1.02422
0.311,1,0.0150981,0,2.32269,1.02422
0.313,1,0.0150981,0,2.32269,1.02422
0.315,1,0.0150981,0,2.32269,1.02422
0.317,1,0.0150981,0,2.32269,1.02422
0.319,1,0.0150981,0,2.32269,1.02422
0.321,1,0.0150981,0,2.32269,1.02422
0.323,1,0.0150981,0,2.32269,1.02422
0.325,1,0.0150981,0,2.32269,1.02422
0.327,1,0.0150981,0,2.32269,1.02422
0.329,1,0.0150981,0,2.32269,1.02422
0.331,1,0.0150981,0,2.32269,1.02422
0.333,1,0.0150981,0,2.32269,1.02422
0.335,1,0.0150981,0,2.32269,1.02422
0.337,1,0.0150981,0,2.32269,1.02422
0.339,1,0.0150981,0,2.32269,1.02422
0.341,1,0.0150981,0,2.32269,1.02422
0.343,1,0.0150981,0,2.32269,1.02422
0.345,1,0.0150981,0,2.32269,1.02422
0.347,1,0.0150981,0,2.32269,1.02422
0.349,1,0.0150981,0,2.32269,1.02422
0.351,1,0.0150981,0,2.32269,1.02422
0.353,1,0.0150981,0,2.32269,1.02422
0.355,1,0.0150981,0,2.32269,1.02422
0.357,1,0.0150981,0,2.32269,1.02422
0.359,1,0.0150981,0,2.32269,1.02422
0.361,1,0.0150981,0,2.32269,1.02422
0.363,1,0.0150981,0,2.32269,1.02422
0.365,1,0.0150981,0,2.32269,1.02422
0.367,1,0.0150981,0,2.32269,1.02422
0.369,1,0.0150981,0,2.32269,1.02422
0.371,1,0.0150981,0,2.32269,1.02422
0.373,1,0.0150981,0,2.32269,1.02422
0.375,1,0.0150981,0,2.32269,1.02422
0.377,1,0.0150981,0,2.32269,1.02422
0.379,1,0.0150981,0,2.32269,1.02422
0.381,1,0.0150981,0,2.32269,1.02422
0.383,1,0.0150981,0,2.32269,1.02422
0.385,1,0.0150981,0,2.32269,1.02422
0.387,1,0.0150981,0,2.32269,1.02422
0.389,1,0.0150981,0,2.32269,1.02422
0.391,1,0.0150981,0,2.32269,1.02422
0.393,1,0.0150981,0,2.32269,1.02422
0.395,1,0.0150981,0,2.32269,1.02422
0.397,1,0.0150981,0,2.32269,1.02422
0.399,1,0.0150981,0,2.32269,1.02422
0.401,1,0.0150981,0,2.32269,1.02422
0.403,1,0.0150981,0,2.32269,1.02422
0.405,1,0.0150981,0,2.32269,1.02422
0.407,1,0.0150981,0,2.32269,1.02422
0.409,1,0.0150981,0,2.32269,1.02422
0.411,1,0.0150981,0,2.32269,1.02422
0.413,1,0.0150981,0,2.32269,1.02422
0.415,1,0.0150981,0,2.32269,1.02422
0.417,1,0.0150981,0,2.32269,1.02422
0.419,1,0.0150981,0,2.32269,1.02422
0.421,1,0.0150981,0,2.32269,1.02422
0.423,1,0.0150981,0,2.32269,1.02422
0.425,1,0.0150981,0,2.32269,1.02422
0.427,1,0.0150981,0,2.32269,1.02422
0.429,1,0.0150981,0,2.32269,1.02422
0.431,1,0.0150981,0,2.32269,1.02422
0.433,1,0.0150981,0,2.32269,1.02422
0.435,1,0.0150981,0,2.32269,1.02422
0.437,1,0.0150981,0,2.32269,1.02422
0.439,1,0.0150981,0,2.32269,1.02422
0.441,1,0.0150981,0,2.32269,1.02422
0.443,1,0.0150981,0,2.32269,1.02422
0.445,1,0.0150981,0,2.32269,1.02422
0.447,1,0.0150981,0,2.32269,1.02422
0.449,1,0.0150981,0,2.32269,1.02422
0.451,1,0.0150981,0,2.32269,1.02422
0.453,1,0.0150981,0,2.32269,1.02422
0.455,1,0.0150981,0,2.32269,1.02422
0.457,1,0.0150981,0,2.32269,1.02422
0.459,1,0.0150981,0,2.32269,1.02422
0.461,1,0.0150981,0,2.32269,1.02422
0.463,1,0.0150981,0,2.32269,1.02422
0.465,1,0.0150981,0,2.32269,1.02422
0.467,1,0.0150981,0,2.32269,1.02422
0.469,1,0.0150981,0,2.32269,1.02422
0.471,1,0.0150981,0,2.32269,1.02422
0.473,1,0.0150981,0,2.32269,1.02422
0.475,1,0.0150981,0,2.32269,1.02422
0.477,1,0.0150981,0,2.32269,1.02422
0.479,1,0.0150981,0,2.32269,1.02422
0.481,1,0.0150981,0,2.32269,1.02422
0.483,1,0.0150981,0,2.32269,1.02422
0.485,1,0.0150981,0,2.32269,1.02422
0.487,1,0.0150981,0,2.32269,1.02422
0.489,1,0.0150981,0,2.32269,1.02422
0.491,1,0.0150981,0,2.32269,1.02422
