x,rho,E,F,T,Tr
0.0025,1,136.884,0.300457,9.99373,9.99423
0.0075,1,136.868,0.300561,9.99394,9.99395
0.0125,1,136.854,0.300054,9.9936,9.99368
0.0175,1,136.839,0.299657,9.99299,9.99341
0.0225,1,136.824,0.299234,9.99288,9.99315
0.0275,1,136.81,0.298803,9.9926,9.99288
0.0325,1,136.795,0.298352,9.9924,9.99261
0.0375,1,136.78,0.297839,9.99221,9.99234
0.0425,1,136.766,0.297328,9.99192,9.99208
0.0475,1,136.751,0.296813,9.99164,9.99181
0.0525,1,136.737,0.296283,9.99145,9.99155
0.0575,1,136.722,0.295719,9.99112,9.99128
0.0625,1,136.708,0.295164,9.9909,9.99102
0.0675,1,136.693,0.294571,9.99066,9.99075
0.0725,1,136.679,0.294006,9.98997,9.99049
0.0775,1,136.664,0.293418,9.99017,9.99023
0.0825,1,136.65,0.292713,9.98991,9.98996
0.0875,1,136.636,0.292073,9.98944,9.9897
0.0925,1,136.621,0.291433,9.98912,9.98944
0.0975,1,136.607,0.290632,9.98877,9.98917
0.1025,1,136.593,0.289897,9.98848,9.98891
0.1075,1,136.578,0.289292,9.98825,9.98866
0.1125,1,136.564,0.288606,9.98792,9.9884
0.1175,1,136.55,0.287835,9.98811,9.98814
0.1225,1,136.536,0.286986,9.9878,9.98788
0.1275,1,136.522,0.286165,9.98747,9.98763
0.1325,1,136.508,0.28546,9.98718,9.98737
0.1375,1,136.494,0.284688,9.98696,9.98711
0.1425,1,136.48,0.283844,9.98655,9.98686
0.1475,1,136.466,0.283021,9.98629,9.9866
0.1525,1,136.452,0.282172,9.98605,9.98635
0.1575,1,136.439,0.281301,9.9857,9.9861
0.1625,1,136.425,0.280438,9.98532,9.98585
0.1675,1,136.411,0.279559,9.98548,9.98559
0.1725,1,136.397,0.27864,9.98505,9.98534
0.1775,1,136.384,0.277708,9.98469,9.98509
0.1825,1,136.37,0.276749,9.98479,9.98484
0.1875,1,136.357,0.275781,9.98454,9.9846
0.1925,1,136.343,0.274812,9.98402,9.98435
0.1975,1,136.329,0.273878,9.98366,9.9841
0.2025,1,136.316,0.272958,9.98354,9.98385
0.2075,1,136.303,0.27198,9.98357,9.98361
0.2125,1,136.289,0.270855,9.98329,9.98337
0.2175,1,136.276,0.269776,9.9828,9.98312
0.2225,1,136.263,0.268754,9.98282,9.98288
0.2275,1,136.25,0.267639,9.98232,9.98264
0.2325,1,136.237,0.266571,9.98189,9.9824
0.2375,1,136.224,0.26546,9.982,9.98216
0.2425,1,136.211,0.264333,9.98149,9.98192
0.2475,1,136.198,0.263203,9.9815,9.98168
0.2525,1,136.185,0.262091,9.98098,9.98145
0.2575,1,136.172,0.260992,9.98091,9.98121
0.2625,1,136.159,0.259901,9.98046,9.98098
0.2675,1,136.146,0.258846,9.98048,9.98074
0.2725,1,136.133,0.257641,9.98031,9.98051
0.2775,1,136.121,0.256371,9.98023,9.98028
0.2825,1,136.108,0.25513,9.9796,9.98005
0.2875,1,136.096,0.25392,9.97953,9.97982
0.2925,1,136.083,0.252692,9.97948,9.97959
0.2975,1,136.071,0.251483,9.97895,9.97936
0.3025,1,136.059,0.250231,9.97891,9.97914
0.3075,1,136.046,0.248866,9.97877,9.97891
0.3125,1,136.034,0.247578,9.97816,9.97869
0.3175,1,136.022,0.246399,9.97806,9.97846
0.3225,1,136.01,0.245152,9.97795,9.97824
0.3275,1,135.998,0.243804,9.97788,9.97802
0.3325,1,135.986,0.242457,9.97763,9.9778
0.3375,1,135.974,0.241108,9.97746,9.97759
0.3425,1,135.962,0.239732,9.97724,9.97737
0.3475,1,135.95,0.238387,9.97677,9.97715
0.3525,1,135.939,0.237053,9.97656,9.97693
0.3575,1,135.927,0.235674,9.97634,9.97672
0.3625,1,135.915,0.234451,9.97605,9.9765
0.3675,1,135.904,0.23319,9.97589,9.97629
0.3725,1,135.892,0.231701,9.97603,9.97609
0.3775,1,135.881,0.230136,9.9758,9.97588
0.3825,1,135.87,0.228759,9.97528,9.97567
0.3875,1,135.858,0.227409,9.97509,9.97546
0.3925,1,135.847,0.225885,9.9751,9.97526
0.3975,1,135.836,0.224434,9.97471,9.97506
0.4025,1,135.825,0.223014,9.97474,9.97486
0.4075,1,135.814,0.221619,9.97441,9.97465
0.4125,1,135.803,0.220149,9.97396,9.97445
0.4175,1,135.792,0.218608,9.97387,9.97425
0.4225,1,135.781,0.217104,9.97403,9.97405
0.4275,1,135.771,0.215662,9.97375,9.97386
0.4325,1,135.76,0.214211,9.97333,9.97366
0.4375,1,135.75,0.21273,9.97296,9.97347
0.4425,1,135.739,0.21115,9.97308,9.97328
0.4475,1,135.729,0.209702,9.9726,9.97308
0.4525,1,135.718,0.208263,9.97281,9.97289
0.4575,1,135.708,0.206588,9.97265,9.97271
0.4625,1,135.698,0.205015,9.97206,9.97252
0.4675,1,135.688,0.20351,9.97222,9.97233
0.4725,1,135.678,0.201969,9.97186,9.97215
0.4775,1,135.668,0.200352,9.9718,9.97197
0.4825,1,135.658,0.198726,9.97135,9.97179
0.4875,1,135.648,0.197236,9.97126,9.97161
0.4925,1,135.639,0.195748,9.97119,9.97143
0.4975,1,135.629,0.194165,9.97084,9.97125
0.5025,1,135.619,0.192574,9.97084,9.97107
0.5075,1,135.61,0.191056,9.97052,9.9709
0.5125,1,135.6,0.189391,9.97069,9.97072
0.5175,1,135.591,0.18766,9.97017,9.97055
0.5225,1,135.582,0.186151,9.96994,9.97038
0.5275,1,135.573,0.184528,9.97006,9.97021
0.5325,1,135.563,0.182868,9.96966,9.97004
0.5375,1,135.554,0.181253,9.9694,9.96988
0.5425,1,135.545,0.179661,9.96938,9.96971
0.5475,1,135.537,0.178028,9.96931,9.96955
0.5525,1,135.528,0.17637,9.96915,9.96939
0.5575,1,135.519,0.174825,9.9688,9.96923
0.5625,1,135.51,0.173219,9.96883,9.96907
0.5675,1.00003,135.502,0.171634,9.96876,9.96891
0.5725,1.00013,135.494,0.170274,9.96864,9.96877
0.5775,1.0005,135.487,0.169548,9.96837,9.96864
0.5825,1.00175,135.484,0.170552,9.96834,9.96859
0.5875,1.00539,135.49,0.17543,9.96852,9.9687
0.5925,1.01483,135.518,0.188612,9.96915,9.96921
0.5975,1.03686,135.591,0.216971,9.97052,9.97055
0.6025,1.08348,135.748,0.270204,9.97294,9.97344
0.6075,1.17351,136.051,0.359427,9.97865,9.97899
0.6125,1.33292,136.579,0.493797,9.98839,9.98867
0.6175,1.59269,137.426,0.676253,10.0038,10.0041
0.6225,1.98353,138.679,0.898263,10.0266,10.0268
0.6275,2.5278,140.393,1.13703,10.0575,10.0577
0.6325,3.23062,142.564,1.35787,10.0962,10.0963
0.6375,4.07345,145.119,1.5222,10.1412,10.1413
0.6425,5.01296,147.912,1.59849,10.1897,10.1897
0.6475,5.98704,150.751,1.57212,10.2382,10.2383
0.6525,6.92655,153.44,1.45007,10.2835,10.2836
0.6575,7.76938,155.811,1.257,10.3231,10.3231
0.6625,8.4722,157.759,1.02719,10.3552,10.3552
0.6675,9.01646,159.245,0.795565,10.3795,10.3795
0.6725,9.40728,160.295,0.589016,10.3966,10.3966
0.6775,9.66696,160.974,0.422864,10.4076,10.4076
0.6825,9.82598,161.37,0.301027,10.4139,10.414
0.6875,9.91477,161.565,0.218062,10.4171,10.4171
0.6925,9.95775,161.627,0.162973,10.4181,10.4181
0.6975,9.97034,161.598,0.122327,10.4176,10.4177
0.7025,9.95775,161.493,0.0817802,10.4159,10.416
0.7075,9.91477,161.298,0.0269046,10.4128,10.4128
0.7125,9.82598,160.971,-0.0556608,10.4075,10.4075
0.7175,9.66696,160.446,-0.176734,10.399,10.3991
0.7225,9.40728,159.642,-0.341614,10.386,10.386
0.7275,9.01646,158.474,-0.546312,10.3669,10.367
