x,rho,E,F,T,Tr
0.001,1,0.360226,0.33612,2.18426,2.26363
0.003,1,0.348693,0.326937,2.14803,2.24529
0.005,1,0.337907,0.316798,2.1309,2.22772
0.007,1,0.326959,0.306623,2.12836,2.20945
0.009,1,0.315973,0.296312,2.10518,2.19066
0.011,1,0.304838,0.285862,2.09266,2.17109
0.013,1,0.293858,0.275334,2.01096,2.15127
0.015,1,0.282611,0.264604,1.90434,2.13039
0.017,1,0.271591,0.25385,1.75788,2.10931
0.019,1,0.259109,0.241701,1.58142,2.08465
0.021,1,0.223235,0.205994,1.41447,2.00841
0.023,1,0.0166466,0,1.41447,1.04952
0.025,1,0.0166466,0,1.41447,1.04952
0.027,1,0.0166466,0,1.41447,1.04952
0.029,1,0.0166466,0,1.41447,1.04952
0.031,1,0.0166466,0,1.41447,1.04952
0.033,1,0.0166466,0,1.41447,1.04952
0.035,1,0.0166466,0,1.41447,1.04952
0.037,1,0.0166466,0,1.41447,1.04952
0.039,1,0.0166466,0,1.41447,1.04952
0.041,1,0.0166466,0,1.41447,1.04952
0.043,1,0.0166466,0,1.41447,1.04952
0.045,1,0.0166466,0,1.41447,1.04952
0.047,1,0.0166466,0,1.41447,1.04952
0.049,1,0.0166466,0,1.41447,1.04952
0.051,1,0.0166466,0,1.41447,1.04952
0.053,1,0.0166466,0,1.41447,1.04952
0.055,1,0.0166466,0,1.41447,1.04952
0.057,1,0.0166466,0,1.41447,1.04952
0.059,1,0.0166466,0,1.41447,1.04952
0.061,1,0.0166466,0,1.41447,1.04952
0.063,1,0.0166466,0,1.41447,1.04952
0.065,1,0.0166466,0,1.41447,1.04952
0.067,1,0.0166466,0,1.41447,1.04952
0.069,1,0.0166466,0,1.41447,1.04952
0.071,1,0.0166466,0,1.41447,1.04952
0.073,1,0.0166466,0,1.41447,1.04952
0.075,1,0.0166466,0,1.41447,1.04952
0.077,1,0.0166466,0,1.41447,1.04952
0.079,1,0.0166466,0,1.41447,1.04952
0.081,1,0.0166466,0,1.41447,1.04952
0.083,1,0.0166466,0,1.41447,1.04952
0.085,1,0.0166466,0,1.41447,1.04952
0.087,1,0.0166466,0,1.41447,1.04952
0.089,1,0.0166466,0,1.41447,1.04952
0.091,1,0.0166466,0,1.41447,1.04952
0.093,1,0.0166466,0,1.41447,1.04952
0.095,1,0.0166466,0,1.41447,1.04952
0.097,1,0.0166466,0,1.41447,1.04952
0.099,1,0.0166466,0,1.41447,1.04952
0.101,1,0.0166466,0,1.41447,1.04952
0.103,1,0.0166466,0,1.41447,1.04952
0.105,1,0.0166466,0,1.41447,1.04952
0.107,1,0.0166466,0,1.41447,1.04952
0.109,1,0.0166466,0,1.41447,1.04952
0.111,1,0.0166466,0,1.41447,1.04952
0.113,1,0.0166466,0,1.41447,1.04952
0.115,1,0.0166466,0,1.41447,1.04952
0.117,1,0.0166466,0,1.41447,1.04952
0.119,1,0.0166466,0,1.41447,1.04952
0.121,1,0.0166466,0,1.41447,1.04952
0.123,1,0.0166466,0,1.41447,1.04952
0.125,1,0.0166466,0,1.41447,1.04952
0.127,1,0.0166466,0,1.41447,1.04952
0.129,1,0.0166466,0,1.41447,1.04952
0.131,1,0.0166466,0,1.41447,1.04952
0.133,1,0.0166466,0,1.41447,1.04952
0.135,1,0.0166466,0,1.41447,1.04952
0.137,1,0.0166466,0,1.41447,1.04952
0.139,1,0.0166466,0,1.41447,1.04952
0.141,1,0.0166466,0,1.41447,1.04952
0.143,1,0.0166466,0,1.41447,1.04952
0.145,1,0.0166466,0,1.41447,1.04952
0.147,1,0.0166466,0,1.41447,1.04952
0.149,1,0.0166466,0,1.41447,1.04952
0.151,1,0.0166466,0,1.41447,1.04952
0.153,1,0.0166466,0,1.41447,1.04952
0.155,1,0.0166466,0,1.41447,1.04952
0.157,1,0.0166466,0,1.41447,1.04952
0.159,1,0.0166466,0,1.41447,1.04952
0.161,1,0.0166466,0,1.41447,1.04952
0.163,1,0.0166466,0,1.41447,1.04952
0.165,1,0.0166466,0,1.41447,1.04952
0.167,1,0.0166466,0,1.41447,1.04952
0.169,1,0.0166466,0,1.41447,1.04952
0.171,1,0.0166466,0,1.41447,1.04952
0.173,1,0.0166466,0,1.41447,1.04952
0.175,1,0.0166466,0,1.41447,1.04952
0.177,1,0.0166466,0,1.41447,1.04952
0.179,1,0.0166466,0,1.41447,1.04952
0.181,1,0.0166466,0,1.41447,1.04952
0.183,1,0.0166466,0,1.41447,1.04952
0.185,1,0.0166466,0,1.41447,1.04952
0.187,1,0.0166466,0,1.41447,1.04952
0.189,1,0.0166466,0,1.41447,1.04952
0.191,1,0.0166466,0,1.41447,1.04952
0.193,1,0.0166466,0,1.41447,1.04952
0.195,1,0.0166466,0,1.41447,1.04952
0.197,1,0.0166466,0,1.41447,1.04952
0.199,1,0.0166466,0,1.41447,1.04952
0.201,1,0.0166466,0,1.41447,1.04952
0.203,1,0.0166466,0,1.41447,1.04952
0.205,1,0.0166466,0,1.41447,1.04952
0.207,1,0.0166466,0,1.41447,1.04952
0.209,1,0.0166466,0,1.41447,1.04952
