x,rho,E,F,T,Tr
0.001,1,0.607324,0.384967,2.52382,2.57939
0.003,1,0.604976,0.385953,2.52142,2.57689
0.005,1,0.603314,0.385379,2.51992,2.57512
0.007,1,0.60121,0.384371,2.51855,2.57287
0.009,1,0.598755,0.382861,2.50592,2.57024
0.011,1,0.595879,0.380921,2.50893,2.56715
0.013,1,0.592675,0.378469,2.49541,2.56369
0.015,1,0.58908,0.3756,2.49417,2.55979
0.017,1,0.585196,0.37219,2.51259,2.55556
0.019,1,0.580846,0.368448,2.4918,2.5508
0.021,1,0.575762,0.36466,2.49062,2.5452
0.023,1,0.570646,0.360066,2.48965,2.53953
0.025,1,0.565095,0.354931,2.48882,2.53333
0.027,1,0.559671,0.349769,2.4877,2.52723
0.029,1,0.553467,0.3441,2.48705,2.5202
0.031,1,0.54683,0.337797,2.44431,2.51261
0.033,1,0.540678,0.331893,2.43231,2.50551
0.035,1,0.533758,0.325095,2.43179,2.49745
0.037,1,0.526385,0.318041,2.42498,2.48879
0.039,1,0.518729,0.310513,2.40128,2.47969
0.041,1,0.51141,0.302552,2.40088,2.47089
0.043,1,0.502973,0.294707,2.40048,2.46064
0.045,1,0.495589,0.286803,2.3876,2.45156
0.047,1,0.487335,0.278131,2.38751,2.44128
0.049,1,0.478368,0.269233,2.34919,2.42998
0.051,1,0.470037,0.260166,2.34889,2.41933
0.053,1,0.46094,0.251084,2.364,2.40754
0.055,1,0.452662,0.241859,2.34956,2.39665
0.057,1,0.443087,0.232048,2.29544,2.38388
0.059,1,0.434385,0.222455,2.29616,2.37208
0.061,1,0.425168,0.212392,2.28145,2.3594
0.063,1,0.416161,0.202846,2.29801,2.3468
0.065,1,0.40629,0.192272,2.28335,2.33276
0.067,1,0.397054,0.182465,2.23365,2.31939
0.069,1,0.387633,0.171938,2.23462,2.30551
0.071,1,0.378514,0.161281,2.19732,2.29183
0.073,1,0.368999,0.151362,2.18455,2.27729
0.075,1,0.359586,0.140941,2.16324,2.26262
0.077,1,0.35016,0.130451,2.18499,2.24765
0.079,1,0.340959,0.12022,2.13067,2.23273
0.081,1,0.331718,0.109916,2.15243,2.21745
0.083,1,0.322474,0.0995278,2.09335,2.20184
0.085,1,0.313461,0.0894895,2.10245,2.18629
0.087,1,0.304646,0.0790978,2.09808,2.17075
0.089,1,0.295135,0.0687937,2.0447,2.15361
0.091,1,0.286758,0.059455,2.06108,2.13816
0.093,1,0.2783,0.0494631,2.00685,2.12222
0.095,1,0.269716,0.0396316,1.98802,2.10566
0.097,1,0.261698,0.0305124,2.01209,2.08983
0.099,1,0.252909,0.0205521,1.964,2.07206
0.101,1,0.245334,0.01235,1.94725,2.05637
0.103,1,0.237629,0.00309554,1.94985,2.04003
0.105,1,0.22995,-0.00561629,1.92822,2.02335
0.107,1,0.222855,-0.0139179,1.922,2.00755
0.109,1,0.215334,-0.022417,1.86171,1.9904
0.111,1,0.209272,-0.0298073,1.83793,1.97624
0.113,1,0.202659,-0.0379485,1.84073,1.96044
0.115,1,0.197329,-0.0441851,1.84349,1.94742
0.117,1,0.191611,-0.0509781,1.82767,1.93315
0.119,1,0.185754,-0.0574631,1.83785,1.91821
0.121,1,0.180672,-0.0640718,1.85154,1.90495
0.123,1,0.175688,-0.0701119,1.88101,1.89168
0.125,1,0.170853,-0.0756192,1.88426,1.87852
0.127,1,0.166428,-0.0808424,1.85712,1.86624
0.129,1,0.162474,-0.0858244,1.84979,1.85506
0.131,1,0.158943,-0.0905051,1.86489,1.8449
0.133,1,0.155728,-0.0947633,1.8574,1.8355
0.135,1,0.152507,-0.0982707,1.90287,1.82593
0.137,1,0.150066,-0.101806,1.86465,1.81858
0.139,1,0.14795,-0.104908,1.86641,1.81213
0.141,1,0.145947,-0.107353,1.88271,1.80597
0.143,1,0.144483,-0.109567,1.9091,1.80142
0.145,1,0.143161,-0.111149,1.88906,1.79729
0.147,1,0.142643,-0.112759,1.90115,1.79566
0.149,1,0.142167,-0.113619,1.87568,1.79416
0.151,1,0.142251,-0.1142,1.90684,1.79442
0.153,1,0.142701,-0.11433,1.92322,1.79584
0.155,1,0.143263,-0.114013,1.92555,1.79761
0.157,1,0.144293,-0.113174,1.91716,1.80083
0.159,1,0.146196,-0.112097,1.89816,1.80674
0.161,1,0.147998,-0.110379,1.91514,1.81228
0.163,1,0.150219,-0.108632,1.90887,1.81904
0.165,1,0.152727,-0.106122,1.92357,1.82659
0.167,1,0.155673,-0.103163,1.93547,1.83533
0.169,1,0.15893,-0.100217,1.9255,1.84486
0.171,1,0.162347,-0.0965911,1.96894,1.8547
0.173,1,0.166457,-0.0930495,1.98207,1.86632
0.175,1,0.170438,-0.0887176,1.98281,1.87738
0.177,1,0.174931,-0.0841062,1.98328,1.88964
0.179,1,0.179665,-0.0792015,2.02839,1.90229
0.181,1,0.184922,-0.0740738,1.989,1.91606
0.183,1,0.189818,-0.0688619,2.04242,1.92862
0.185,1,0.195095,-0.0630981,2.02901,1.94188
0.187,1,0.200813,-0.0571033,2.04235,1.95596
0.189,1,0.206881,-0.0507003,2.08339,1.97057
0.191,1,0.213301,-0.0443558,2.09682,1.98568
0.193,1,0.219194,-0.0375966,2.08257,1.99926
0.195,1,0.225566,-0.0308729,2.08204,2.01363
0.197,1,0.232473,-0.0232876,2.13713,2.02887
0.199,1,0.239242,-0.0161854,2.12245,2.04348
0.201,1,0.245878,-0.0090787,2.12189,2.05751
0.203,1,0.252891,-0.00133915,2.17718,2.07202
0.205,1,0.26006,0.00679495,2.16262,2.08655
0.207,1,0.266969,0.0147222,2.1736,2.10028
0.209,1,0.274154,0.0223061,2.1724,2.11427
0.211,1,0.28165,0.0307074,2.22551,2.12857
0.213,1,0.288827,0.0387366,2.21142,2.14201
0.215,1,0.295917,0.0469409,2.23545,2.15503
0.217,1,0.303104,0.0549935,2.23421,2.168
0.219,1,0.31082,0.063288,2.23288,2.18167
0.221,1,0.317854,0.0718044,2.29607,2.19391
0.223,1,0.324822,0.0797042,2.27193,2.20583
0.225,1,0.332095,0.0879481,2.28148,2.21808
0.227,1,0.339241,0.0962764,2.2802,2.22992
0.229,1,0.346146,0.104693,2.33636,2.24118
0.231,1,0.353036,0.112698,2.33412,2.25225
