x,rho,E,F,T,Tr
0.001,1,0.371557,0.157259,2.34321,2.28122
0.003,1,0.38025,0.168612,2.34182,2.29445
0.005,1,0.390041,0.17884,2.39514,2.30908
0.007,1,0.39942,0.188802,2.3947,2.32284
0.009,1,0.408691,0.198883,2.3824,2.3362
0.011,1,0.418078,0.208676,2.44125,2.3495
0.013,1,0.427097,0.218524,2.42876,2.36207
0.015,1,0.435451,0.227984,2.42785,2.37354
0.017,1,0.444247,0.237144,2.43796,2.38543
0.019,1,0.452627,0.246474,2.4834,2.39661
0.021,1,0.460785,0.25536,2.48161,2.40733
0.023,1,0.468528,0.263966,2.48045,2.41738
0.025,1,0.475719,0.272303,2.47905,2.42661
0.027,1,0.483079,0.280371,2.47751,2.43594
0.029,1,0.490173,0.288137,2.47593,2.44483
0.031,1,0.496708,0.295855,2.48622,2.45294
0.033,1,0.503055,0.303141,2.47329,2.46074
0.035,1,0.509111,0.310079,2.4718,2.46811
0.037,1,0.514776,0.316752,2.47069,2.47495
0.039,1,0.520198,0.322982,2.4808,2.48144
0.041,1,0.525058,0.329052,2.50283,2.48721
0.043,1,0.529679,0.334632,2.47801,2.49267
0.045,1,0.533887,0.339907,2.47677,2.49761
0.047,1,0.537827,0.344692,2.47515,2.5022
0.049,1,0.541342,0.349153,2.46228,2.50628
0.051,1,0.54417,0.353515,2.48815,2.50955
0.053,1,0.546983,0.357109,2.47112,2.51278
0.055,1,0.549164,0.36052,2.50117,2.51528
0.057,1,0.551027,0.363449,2.45679,2.51741
0.059,1,0.552627,0.365866,2.45548,2.51924
0.061,1,0.55367,0.368009,2.49716,2.52043
0.063,1,0.554418,0.369622,2.45279,2.52128
0.065,1,0.554499,0.371104,2.49432,2.52137
0.067,1,0.554288,0.372028,2.49171,2.52113
0.069,1,0.553594,0.372615,2.49019,2.52034
0.071,1,0.552691,0.372608,2.44742,2.51931
0.073,1,0.551314,0.372303,2.446,2.51774
0.075,1,0.549528,0.371596,2.45617,2.5157
0.077,1,0.547325,0.370442,2.48496,2.51318
0.079,1,0.54461,0.368801,2.48354,2.51005
0.081,1,0.541677,0.366923,2.45227,2.50667
0.083,1,0.53834,0.365109,2.45087,2.5028
0.085,1,0.534814,0.362193,2.46874,2.49869
0.087,1,0.53062,0.359249,2.42083,2.49378
0.089,1,0.526246,0.355872,2.4467,2.48862
0.091,1,0.521549,0.352019,2.42628,2.48305
0.093,1,0.516191,0.347775,2.42495,2.47665
0.095,1,0.510267,0.343219,2.4106,2.46951
0.097,1,0.505357,0.338698,2.42997,2.46355
0.099,1,0.498738,0.333447,2.3792,2.45544
0.101,1,0.492858,0.328576,2.36738,2.44817
0.103,1,0.486724,0.323168,2.35619,2.44052
0.105,1,0.479589,0.317274,2.38564,2.43153
0.107,1,0.472355,0.310804,2.38416,2.4223
0.109,1,0.464369,0.303814,2.33299,2.412
0.111,1,0.457358,0.297211,2.36097,2.40284
0.113,1,0.449836,0.290659,2.30524,2.3929
0.115,1,0.441853,0.283989,2.30395,2.38221
0.117,1,0.433748,0.276262,2.29219,2.37121
0.119,1,0.424762,0.268138,2.30105,2.35884
0.121,1,0.416497,0.260685,2.26158,2.34728
