x,rho,E,F,T,Tr
0.001,1,15.8841,-15.6506,5.83398,5.83313
0.003,1,16.0368,-15.6213,5.84796,5.84711
0.005,1,16.21,-15.6119,5.86369,5.86283
0.007,1,16.3836,-15.6025,5.87932,5.87847
0.009,1,16.5576,-15.5929,5.89487,5.89401
0.011,1,16.732,-15.5832,5.91033,5.90946
0.013,1,16.9067,-15.5734,5.9257,5.92483
0.015,1,17.0818,-15.5634,5.94099,5.94011
0.017,1,17.2572,-15.5533,5.95619,5.95531
0.019,1,17.4331,-15.5431,5.97131,5.97042
0.021,1,17.6093,-15.5327,5.98635,5.98545
0.023,1,17.7859,-15.5222,6.0013,6.0004
0.025,1,17.9628,-15.5115,6.01618,6.01527
0.027,1,18.1402,-15.5006,6.03097,6.03006
0.029,1,18.3179,-15.4896,6.04569,6.04477
0.031,1,18.4959,-15.4785,6.06033,6.05941
0.033,1,18.6743,-15.4672,6.0749,6.07397
0.035,1,18.853,-15.4557,6.08938,6.08845
0.037,1,19.0321,-15.4441,6.1038,6.10286
0.039,1,19.2115,-15.4324,6.11813,6.11719
0.041,1,19.3913,-15.4205,6.1324,6.13145
0.043,1,19.5713,-15.4084,6.14659,6.14563
0.045,1,19.7517,-15.3962,6.1607,6.15974
0.047,1,19.9324,-15.3839,6.17475,6.17378
0.049,1,20.1134,-15.3714,6.18872,6.18775
0.051,1,20.2946,-15.3588,6.20262,6.20164
0.053,1,20.4762,-15.346,6.21644,6.21547
0.055,1,20.6581,-15.3331,6.2302,6.22922
0.057,1,20.8402,-15.3201,6.24389,6.24291
0.059,1,21.0226,-15.307,6.25751,6.25652
0.061,1,21.2052,-15.2937,6.27106,6.27007
0.063,1,21.3882,-15.2802,6.28454,6.28355
0.065,1,21.5714,-15.2667,6.29796,6.29696
0.067,1,21.7548,-15.253,6.3113,6.3103
0.069,1,21.9385,-15.2391,6.32459,6.32358
0.071,1,22.1224,-15.2251,6.3378,6.3368
0.073,1,22.3066,-15.211,6.35096,6.34995
0.075,1,22.4911,-15.1967,6.36405,6.36303
0.077,1,22.6758,-15.1823,6.37708,6.37605
0.079,1,22.8607,-15.1677,6.39004,6.38901
0.081,1,23.0459,-15.153,6.40294,6.40191
0.083,1,23.2313,-15.1381,6.41579,6.41475
0.085,1,23.4169,-15.1231,6.42857,6.42753
0.087,1,23.6028,-15.1079,6.44129,6.44025
0.089,1,23.7889,-15.0925,6.45395,6.4529
0.091,1,23.9753,-15.077,6.46656,6.4655
0.093,1,24.1618,-15.0613,6.4791,6.47804
0.095,1,24.3486,-15.0455,6.49159,6.49053
0.097,1,24.5356,-15.0295,6.50402,6.50295
0.099,1,24.7228,-15.0134,6.51639,6.51532
0.101,1,24.9102,-14.9971,6.5287,6.52763
0.103,1,25.0977,-14.9806,6.54096,6.53988
0.105,1,25.2855,-14.964,6.55316,6.55208
0.107,1,25.4734,-14.9472,6.56531,6.56422
0.109,1,25.6616,-14.9303,6.5774,6.57631
0.111,1,25.8498,-14.9133,6.58943,6.58834
0.113,1,26.0383,-14.8961,6.6014,6.60031
0.115,1,26.2268,-14.8788,6.61332,6.61223
0.117,1,26.4156,-14.8614,6.62519,6.62409
0.119,1,26.6044,-14.8438,6.637,6.6359
0.121,1,26.7934,-14.8262,6.64875,6.64765
0.123,1,26.9824,-14.8084,6.66045,6.65935
0.125,1,27.1716,-14.7905,6.67209,6.67099
0.127,1,27.3609,-14.7725,6.68368,6.68258
0.129,1,27.5503,-14.7544,6.69522,6.69411
0.131,1,27.7398,-14.7361,6.7067,6.70559
0.133,1,27.9293,-14.7178,6.71812,6.71702
0.135,1,28.119,-14.6993,6.7295,6.72839
0.137,1,28.3087,-14.6808,6.74082,6.73971
0.139,1,28.4985,-14.6621,6.75209,6.75098
0.141,1,28.6883,-14.6434,6.76331,6.7622
0.143,1,28.8783,-14.6245,6.77447,6.77336
0.145,1,29.0683,-14.6055,6.78559,6.78448
0.147,1,29.2584,-14.5864,6.79665,6.79554
0.149,1,29.4485,-14.5672,6.80767,6.80656
0.151,1,29.6388,-14.5478,6.81864,6.81752
0.153,1,29.829,-14.5283,6.82955,6.82844
0.155,1,30.0194,-14.5087,6.84042,6.8393
0.157,1,30.2098,-14.4889,6.85125,6.85013
0.159,1,30.4003,-14.4691,6.86202,6.8609
0.161,1,30.5909,-14.449,6.87275,6.87162
0.163,1,30.7815,-14.4289,6.88344,6.88231
0.165,1,30.9722,-14.4085,6.89407,6.89294
0.167,1,31.163,-14.3881,6.90466,6.90353
0.169,1,31.3538,-14.3674,6.91521,6.91407
0.171,1,31.5446,-14.3467,6.92571,6.92457
0.173,1,31.7356,-14.3257,6.93617,6.93503
0.175,1,31.9266,-14.3046,6.94659,6.94544
0.177,1,32.1176,-14.2834,6.95696,6.9558
0.179,1,32.3087,-14.262,6.96728,6.96613
0.181,1,32.4998,-14.2405,6.97756,6.97641
0.183,1,32.691,-14.2188,6.9878,6.98664
0.185,1,32.8822,-14.1969,6.998,6.99683
0.187,1,33.0734,-14.1749,7.00815,7.00698
0.189,1,33.2646,-14.1528,7.01826,7.01709
0.191,1,33.4559,-14.1305,7.02833,7.02715
0.193,1,33.6471,-14.108,7.03835,7.03718
0.195,1,33.8384,-14.0855,7.04833,7.04716
0.197,1,34.0296,-14.0627,7.05827,7.05709
0.199,1,34.2209,-14.0399,7.06817,7.06699
0.201,1,34.4121,-14.0169,7.07802,7.07684
0.203,1,34.6033,-13.9938,7.08783,7.08665
0.205,1,34.7945,-13.9705,7.0976,7.09642
0.207,1,34.9856,-13.9472,7.10733,7.10614
0.209,1,35.1767,-13.9237,7.11702,7.11583
0.211,1,35.3678,-13.9,7.12666,7.12547
0.213,1,35.5589,-13.8762,7.13627,7.13507
0.215,1,35.7499,-13.8523,7.14583,7.14464
0.217,1,35.9408,-13.8283,7.15535,7.15416
0.219,1,36.1317,-13.8041,7.16483,7.16364
0.221,1,36.3225,-13.7799,7.17428,7.17308
0.223,1,36.5133,-13.7554,7.18368,7.18248
0.225,1,36.7041,-13.7309,7.19304,7.19184
0.227,1,36.8947,-13.7062,7.20237,7.20116
0.229,1,37.0853,-13.6813,7.21165,7.21044
0.231,1,37.2759,-13.6564,7.2209,7.21969
0.233,1,37.4663,-13.6313,7.2301,7.22889
0.235,1,37.6567,-13.606,7.23927,7.23806
0.237,1,37.847,-13.5807,7.2484,7.24719
0.239,1,38.0373,-13.5551,7.25749,7.25628
0.241,1,38.2274,-13.5295,7.26655,7.26533
0.243,1,38.4175,-13.5037,7.27556,7.27434
0.245,1,38.6074,-13.4778,7.28454,7.28332
0.247,1,38.7973,-13.4517,7.29348,7.29226
0.249,1,38.9871,-13.4256,7.30238,7.30116
0.251,1,39.1767,-13.3993,7.31125,7.31002
0.253,1,39.3663,-13.3728,7.32007,7.31885
0.255,1,39.5557,-13.3463,7.32886,7.32763
0.257,1,39.745,-13.3196,7.33762,7.33639
0.259,1,39.9342,-13.2928,7.34633,7.3451
0.261,1,40.1232,-13.2659,7.35501,7.35378
0.263,1,40.3121,-13.2388,7.36365,7.36242
0.265,1,40.5009,-13.2117,7.37225,7.37102
0.267,1,40.6894,-13.1845,7.38082,7.37958
0.269,1,40.8779,-13.1571,7.38935,7.38811
0.271,1,41.0661,-13.1296,7.39784,7.3966
0.273,1,41.2542,-13.1021,7.40629,7.40506
0.275,1,41.4421,-13.0744,7.41471,7.41348
0.277,1,41.6298,-13.0467,7.42309,7.42186
0.279,1,41.8174,-13.0188,7.43144,7.4302
0.281,1,42.0047,-12.9909,7.43975,7.43851
0.283,1,42.1919,-12.9629,7.44802,7.44678
0.285,1,42.3789,-12.9347,7.45625,7.45502
0.287,1,42.5656,-12.9065,7.46445,7.46322
0.289,1,42.7522,-12.8782,7.47262,7.47138
0.291,1,42.9386,-12.8497,7.48075,7.47951
