E,F_x,F_y,T,Tr
8.82079,0,-0.206352,5,5.03545
8.575,0,0,5,5
8.575,0,0,5,5
8.575,0,0,5,5
8.575,0,0,5,5
9.89674,1.24056,-0.2059,5.14415,5.18244
9.02726,0.379692,0,5,5.06466
8.575,0,0,5,5
8.575,0,-2.77556e-17,5,5
8.575,0,0,5,5
9.89674,1.24056,0.2059,5.14415,5.18244
9.02726,0.379692,0,5,5.06466
8.575,0,0,5,5
8.575,0,0,5,5
8.575,0,0,5,5
8.82079,0,0.206352,5,5.03545
8.575,0,0,5,5
8.575,0,0,5,5
8.575,0,2.77556e-17,5,5
8.575,0,0,5,5
8.575,0,0,5,5
8.575,0,0,5,5
8.575,0,0,5,5
8.575,0,0,5,5
8.575,0,0,5,5
