t, E_left, E_center, E_right, E_exact_left, E_exact_center, E_exact_right
0.00951923,136.895,135.679,134.099,0,0,0
0.00953579,136.896,135.68,134.101,0,0,0
0.00955234,136.896,135.682,134.102,0,0,0
0.0095689,136.896,135.683,134.103,0,0,0
0.00958545,136.897,135.685,134.105,0,0,0
0.00960201,136.897,135.686,134.106,0,0,0
0.00961856,136.897,135.688,134.108,0,0,0
0.00963512,136.898,135.689,134.109,0,0,0
0.00965167,136.898,135.69,134.111,0,0,0
0.00966823,136.898,135.692,134.112,0,0,0
0.00968478,136.899,135.693,134.114,0,0,0
0.00970134,136.899,135.695,134.115,0,0,0
0.00971789,136.899,135.696,134.117,0,0,0
0.00973445,136.9,135.698,134.118,0,0,0
0.009751,136.9,135.699,134.119,0,0,0
0.00976756,136.9,135.7,134.121,0,0,0
0.00978411,136.901,135.702,134.123,0,0,0
0.00980067,136.901,135.703,134.124,0,0,0
0.00981722,136.901,135.705,134.125,0,0,0
0.00983378,136.902,135.706,134.127,0,0,0
0.00985033,136.902,135.708,134.128,0,0,0
0.00986689,136.902,135.709,134.13,0,0,0
0.00988344,136.903,135.71,134.131,0,0,0
0.0099,136.903,135.712,134.133,0,0,0
0.00991656,136.903,135.713,134.134,0,0,0
0.00993311,136.904,135.715,134.136,0,0,0
0.00994967,136.904,135.716,134.137,0,0,0
0.00996622,136.904,135.717,134.139,0,0,0
0.00998278,136.905,135.719,134.14,0,0,0
0.00999933,136.905,135.72,134.142,0,0,0
