x_min,x_max,N,c,a,C_v,CFL,precision,t_0,t_f,rho_expr,sigma_a_expr,sigma_c_expr,E_0_expr,F_0_expr,T_0_expr,dt,step_count,x,rho,sigma_a,sigma_c,E_0,F_0,T_0,E_f,F_f,T_f,E_exact_f,F_exact_f,T_exact_f
0,3,100,1,1,1,0.5,1e-06,0,1,"1","3/(T^3)","0","0.05^4","0","0.05",0.015,67,"[0.015, 0.045, 0.075, 0.105, 0.135, 0.165, 0.195, 0.225, 0.255, 0.285, 0.315, 0.345, 0.375, 0.405, 0.435, 0.465, 0.495, 0.525, 0.555, 0.585, 0.615, 0.645, 0.675, 0.705, 0.735, 0.765, 0.795, 0.825, 0.855, 0.885, 0.915, 0.945, 0.975, 1.005, 1.035, 1.065, 1.095, 1.125, 1.155, 1.185, 1.215, 1.245, 1.275, 1.305, 1.335, 1.365, 1.395, 1.425, 1.455, 1.485, 1.515, 1.545, 1.575, 1.605, 1.635, 1.665, 1.695, 1.725, 1.755, 1.785, 1.815, 1.845, 1.875, 1.905, 1.935, 1.965, 1.995, 2.025, 2.055, 2.085, 2.115, 2.145, 2.175, 2.205, 2.235, 2.265, 2.295, 2.325, 2.355, 2.385, 2.415, 2.445, 2.475, 2.505, 2.535, 2.565, 2.595, 2.625, 2.655, 2.685, 2.715, 2.745, 2.775, 2.805, 2.835, 2.865, 2.895, 2.925, 2.955, 2.985]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[6.39874, 6.39796, 6.39787, 6.39892, 6.40179, 6.40761, 6.41806, 6.43571, 6.46442, 6.51, 6.58108, 6.69101, 6.86048, 7.12282, 7.53444, 8.19876, 9.3197, 11.3608, 15.5898, 26.5498, 69.2955, 411.015, 3574.83, 13271.6, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]","[0.364627, 0.364709, 0.364777, 0.364824, 0.364838, 0.364804, 0.364697, 0.364474, 0.364069, 0.36337, 0.362206, 0.360307, 0.357271, 0.352504, 0.345103, 0.333724, 0.316385, 0.290144, 0.250979, 0.195196, 0.125509, 0.0606197, 0.0214949, 0.00672907, 0.00269138, 0.00168375, 0.00149664, 0.00154432, 0.00154081, 0.0014968, 0.00145034, 0.00139775, 0.00132638, 0.00122711, 0.00109935, 0.000949205, 0.000786915, 0.000624358, 0.000472751, 0.000340819, 0.00023364, 0.000152361, 9.4828e-05, 5.68171e-05, 3.33824e-05, 1.99062e-05, 1.26839e-05, 9.08074e-06, 7.41014e-06, 6.69165e-06, 6.40568e-06, 6.30064e-06, 6.26514e-06, 6.25414e-06, 6.25103e-06, 6.25023e-06, 6.25005e-06, 6.25001e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06]","[0.63534, 0.635188, 0.635032, 0.634863, 0.634664, 0.634401, 0.63402, 0.633432, 0.632505, 0.631036, 0.62873, 0.625146, 0.61963, 0.611212, 0.598466, 0.579268, 0.550432, 0.507317, 0.443474, 0.351559, 0.231373, 0.112115, 0.0380128, 0.010172, 0.00268513, 0.0016775, 0.00149039, 0.00153807, 0.00153456, 0.00149055, 0.00144409, 0.0013915, 0.00132013, 0.00122086, 0.0010931, 0.000942955, 0.000780665, 0.000618108, 0.000466501, 0.000334569, 0.00022739, 0.000146111, 8.8578e-05, 5.05671e-05, 2.71324e-05, 1.36562e-05, 6.43386e-06, 2.83074e-06, 1.16014e-06, 4.41647e-07, 1.55684e-07, 5.0641e-08, 1.5141e-08, 4.14269e-09, 1.03201e-09, 2.32714e-10, 4.71751e-11, 8.52735e-12, 1.36092e-12, 1.89437e-13, 2.26448e-14, 2.27776e-15, 1.87493e-16, 1.21291e-17, 5.77676e-19, 1.77877e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.776859, 0.776891, 0.776894, 0.776852, 0.776736, 0.776501, 0.776079, 0.775369, 0.774219, 0.772408, 0.769617, 0.765379, 0.759024, 0.749589, 0.735682, 0.71525, 0.685341, 0.641559, 0.577334, 0.483452, 0.351133, 0.193979, 0.094324, 0.0609162, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,3,100,1,1,1,0.5,1e-06,0,1,"1","3/(T^3)","0","0.05^4","0","0.05",0.015,67,"[0.015, 0.045, 0.075, 0.105, 0.135, 0.165, 0.195, 0.225, 0.255, 0.285, 0.315, 0.345, 0.375, 0.405, 0.435, 0.465, 0.495, 0.525, 0.555, 0.585, 0.615, 0.645, 0.675, 0.705, 0.735, 0.765, 0.795, 0.825, 0.855, 0.885, 0.915, 0.945, 0.975, 1.005, 1.035, 1.065, 1.095, 1.125, 1.155, 1.185, 1.215, 1.245, 1.275, 1.305, 1.335, 1.365, 1.395, 1.425, 1.455, 1.485, 1.515, 1.545, 1.575, 1.605, 1.635, 1.665, 1.695, 1.725, 1.755, 1.785, 1.815, 1.845, 1.875, 1.905, 1.935, 1.965, 1.995, 2.025, 2.055, 2.085, 2.115, 2.145, 2.175, 2.205, 2.235, 2.265, 2.295, 2.325, 2.355, 2.385, 2.415, 2.445, 2.475, 2.505, 2.535, 2.565, 2.595, 2.625, 2.655, 2.685, 2.715, 2.745, 2.775, 2.805, 2.835, 2.865, 2.895, 2.925, 2.955, 2.985]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[6.39874, 6.39796, 6.39787, 6.39892, 6.40179, 6.40761, 6.41806, 6.43571, 6.46442, 6.51, 6.58108, 6.69101, 6.86048, 7.12282, 7.53444, 8.19876, 9.3197, 11.3608, 15.5898, 26.5498, 69.2955, 411.015, 3574.83, 13271.6, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000, 24000]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]","[0.364627, 0.364709, 0.364777, 0.364824, 0.364838, 0.364804, 0.364697, 0.364474, 0.364069, 0.36337, 0.362206, 0.360307, 0.357271, 0.352504, 0.345103, 0.333724, 0.316385, 0.290144, 0.250979, 0.195196, 0.125509, 0.0606197, 0.0214949, 0.00672907, 0.00269138, 0.00168375, 0.00149664, 0.00154432, 0.00154081, 0.0014968, 0.00145034, 0.00139775, 0.00132638, 0.00122711, 0.00109935, 0.000949205, 0.000786915, 0.000624358, 0.000472751, 0.000340819, 0.00023364, 0.000152361, 9.4828e-05, 5.68171e-05, 3.33824e-05, 1.99062e-05, 1.26839e-05, 9.08074e-06, 7.41014e-06, 6.69165e-06, 6.40568e-06, 6.30064e-06, 6.26514e-06, 6.25414e-06, 6.25103e-06, 6.25023e-06, 6.25005e-06, 6.25001e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06]","[0.63534, 0.635188, 0.635032, 0.634863, 0.634664, 0.634401, 0.63402, 0.633432, 0.632505, 0.631036, 0.62873, 0.625146, 0.61963, 0.611212, 0.598466, 0.579268, 0.550432, 0.507317, 0.443474, 0.351559, 0.231373, 0.112115, 0.0380128, 0.010172, 0.00268513, 0.0016775, 0.00149039, 0.00153807, 0.00153456, 0.00149055, 0.00144409, 0.0013915, 0.00132013, 0.00122086, 0.0010931, 0.000942955, 0.000780665, 0.000618108, 0.000466501, 0.000334569, 0.00022739, 0.000146111, 8.8578e-05, 5.05671e-05, 2.71324e-05, 1.36562e-05, 6.43386e-06, 2.83074e-06, 1.16014e-06, 4.41647e-07, 1.55684e-07, 5.0641e-08, 1.5141e-08, 4.14269e-09, 1.03201e-09, 2.32714e-10, 4.71751e-11, 8.52735e-12, 1.36092e-12, 1.89437e-13, 2.26448e-14, 2.27776e-15, 1.87493e-16, 1.21291e-17, 5.77676e-19, 1.77877e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.776859, 0.776891, 0.776894, 0.776852, 0.776736, 0.776501, 0.776079, 0.775369, 0.774219, 0.772408, 0.769617, 0.765379, 0.759024, 0.749589, 0.735682, 0.71525, 0.685341, 0.641559, 0.577334, 0.483452, 0.351133, 0.193979, 0.094324, 0.0609162, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
