x_min,x_max,N,c,a,C_v,CFL,precision,t_0,t_f,rho_expr,sigma_a_expr,sigma_c_expr,E_0_expr,F_0_expr,T_0_expr,dt,step_count,t,E_left,E_right,F_left,F_right,T_left,T_right,E_exact_left,E_exact_right,F_exact_left,F_exact_right,T_exact_left,T_exact_right
0,3,100,1,1,1,0.5,1e-06,0,1,"1","3/(T^3)","0","0.05^4","0","0.05",0.015,67,"[0, 0.015, 0.03, 0.045, 0.06, 0.075, 0.09, 0.105, 0.12, 0.135, 0.15, 0.165, 0.18, 0.195, 0.21, 0.225, 0.24, 0.255, 0.27, 0.285, 0.3, 0.315, 0.33, 0.345, 0.36, 0.375, 0.39, 0.405, 0.42, 0.435, 0.45, 0.465, 0.48, 0.495, 0.51, 0.525, 0.54, 0.555, 0.57, 0.585, 0.6, 0.615, 0.63, 0.645, 0.66, 0.675, 0.69, 0.705, 0.72, 0.735, 0.75, 0.765, 0.78, 0.795, 0.81, 0.825, 0.84, 0.855, 0.87, 0.885, 0.9, 0.915, 0.93, 0.945, 0.96, 0.975, 0.99]","[6.25e-06, 0.250005, 0.280386, 0.30857, 0.32539, 0.337052, 0.345421, 0.350501, 0.353145, 0.354799, 0.356074, 0.356932, 0.357435, 0.357804, 0.358166, 0.358494, 0.358754, 0.358977, 0.359206, 0.359439, 0.359653, 0.359848, 0.360037, 0.36023, 0.36042, 0.360602, 0.36078, 0.360957, 0.361131, 0.361301, 0.361465, 0.361624, 0.361778, 0.361928, 0.362071, 0.36221, 0.362343, 0.362472, 0.362595, 0.362714, 0.362827, 0.362936, 0.363041, 0.363141, 0.363237, 0.363328, 0.363415, 0.363499, 0.363578, 0.363653, 0.363724, 0.363792, 0.363857, 0.363919, 0.363978, 0.364034, 0.364089, 0.364142, 0.364194, 0.364245, 0.364295, 0.364344, 0.364393, 0.364441, 0.364489, 0.364536, 0.364582]","[6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06]","[0, 0.249998, 0.374998, 0.456078, 0.51332, 0.550797, 0.574695, 0.590985, 0.602845, 0.611333, 0.617338, 0.62183, 0.625361, 0.628106, 0.630192, 0.631814, 0.633127, 0.634188, 0.635016, 0.63566, 0.636177, 0.636594, 0.63692, 0.637163, 0.637341, 0.637471, 0.637559, 0.637609, 0.637628, 0.637623, 0.6376, 0.637562, 0.637511, 0.637451, 0.637383, 0.637311, 0.637235, 0.637156, 0.637075, 0.636994, 0.636912, 0.636831, 0.636751, 0.636672, 0.636595, 0.63652, 0.636447, 0.636376, 0.636308, 0.636243, 0.63618, 0.63612, 0.636062, 0.636007, 0.635953, 0.635902, 0.635852, 0.635803, 0.635755, 0.635707, 0.63566, 0.635613, 0.635567, 0.63552, 0.635474, 0.635429, 0.635384]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.05, 0.05, 0.239158, 0.365237, 0.45244, 0.515455, 0.563073, 0.600217, 0.629724, 0.653448, 0.672756, 0.688643, 0.701813, 0.712789, 0.721984, 0.729727, 0.736274, 0.741825, 0.746545, 0.750569, 0.754009, 0.756956, 0.759483, 0.761655, 0.763526, 0.76514, 0.766535, 0.767743, 0.768791, 0.769702, 0.770496, 0.771189, 0.771796, 0.772328, 0.772796, 0.773209, 0.773573, 0.773896, 0.774182, 0.774438, 0.774666, 0.77487, 0.775054, 0.77522, 0.77537, 0.775506, 0.775629, 0.775742, 0.775845, 0.775939, 0.776026, 0.776106, 0.77618, 0.776248, 0.776311, 0.77637, 0.776425, 0.776476, 0.776524, 0.776569, 0.776611, 0.776652, 0.77669, 0.776726, 0.776761, 0.776795, 0.776828]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,3,100,1,1,1,0.5,1e-06,0,1,"1","3/(T^3)","0","0.05^4","0","0.05",0.015,67,"[0, 0.015, 0.03, 0.045, 0.06, 0.075, 0.09, 0.105, 0.12, 0.135, 0.15, 0.165, 0.18, 0.195, 0.21, 0.225, 0.24, 0.255, 0.27, 0.285, 0.3, 0.315, 0.33, 0.345, 0.36, 0.375, 0.39, 0.405, 0.42, 0.435, 0.45, 0.465, 0.48, 0.495, 0.51, 0.525, 0.54, 0.555, 0.57, 0.585, 0.6, 0.615, 0.63, 0.645, 0.66, 0.675, 0.69, 0.705, 0.72, 0.735, 0.75, 0.765, 0.78, 0.795, 0.81, 0.825, 0.84, 0.855, 0.87, 0.885, 0.9, 0.915, 0.93, 0.945, 0.96, 0.975, 0.99]","[6.25e-06, 0.250005, 0.280386, 0.30857, 0.32539, 0.337052, 0.345421, 0.350501, 0.353145, 0.354799, 0.356074, 0.356932, 0.357435, 0.357804, 0.358166, 0.358494, 0.358754, 0.358977, 0.359206, 0.359439, 0.359653, 0.359848, 0.360037, 0.36023, 0.36042, 0.360602, 0.36078, 0.360957, 0.361131, 0.361301, 0.361465, 0.361624, 0.361778, 0.361928, 0.362071, 0.36221, 0.362343, 0.362472, 0.362595, 0.362714, 0.362827, 0.362936, 0.363041, 0.363141, 0.363237, 0.363328, 0.363415, 0.363499, 0.363578, 0.363653, 0.363724, 0.363792, 0.363857, 0.363919, 0.363978, 0.364034, 0.364089, 0.364142, 0.364194, 0.364245, 0.364295, 0.364344, 0.364393, 0.364441, 0.364489, 0.364536, 0.364582]","[6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06, 6.25e-06]","[0, 0.249998, 0.374998, 0.456078, 0.51332, 0.550797, 0.574695, 0.590985, 0.602845, 0.611333, 0.617338, 0.62183, 0.625361, 0.628106, 0.630192, 0.631814, 0.633127, 0.634188, 0.635016, 0.63566, 0.636177, 0.636594, 0.63692, 0.637163, 0.637341, 0.637471, 0.637559, 0.637609, 0.637628, 0.637623, 0.6376, 0.637562, 0.637511, 0.637451, 0.637383, 0.637311, 0.637235, 0.637156, 0.637075, 0.636994, 0.636912, 0.636831, 0.636751, 0.636672, 0.636595, 0.63652, 0.636447, 0.636376, 0.636308, 0.636243, 0.63618, 0.63612, 0.636062, 0.636007, 0.635953, 0.635902, 0.635852, 0.635803, 0.635755, 0.635707, 0.63566, 0.635613, 0.635567, 0.63552, 0.635474, 0.635429, 0.635384]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.05, 0.05, 0.239158, 0.365237, 0.45244, 0.515455, 0.563073, 0.600217, 0.629724, 0.653448, 0.672756, 0.688643, 0.701813, 0.712789, 0.721984, 0.729727, 0.736274, 0.741825, 0.746545, 0.750569, 0.754009, 0.756956, 0.759483, 0.761655, 0.763526, 0.76514, 0.766535, 0.767743, 0.768791, 0.769702, 0.770496, 0.771189, 0.771796, 0.772328, 0.772796, 0.773209, 0.773573, 0.773896, 0.774182, 0.774438, 0.774666, 0.77487, 0.775054, 0.77522, 0.77537, 0.775506, 0.775629, 0.775742, 0.775845, 0.775939, 0.776026, 0.776106, 0.77618, 0.776248, 0.776311, 0.77637, 0.776425, 0.776476, 0.776524, 0.776569, 0.776611, 0.776652, 0.77669, 0.776726, 0.776761, 0.776795, 0.776828]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
