t,E_left+F_left,E_left-F_left,E_right+F_right,E_right-F_right
0.0037812,28.5739,8.91077,23.4053,8.63101
0.00378783,28.5739,8.91135,23.4083,8.63186
0.00379445,28.5739,8.91193,23.4111,8.63271
0.00380107,28.5739,8.91251,23.4139,8.63356
0.00380769,28.5739,8.91309,23.4166,8.63441
0.00381431,28.5739,8.91367,23.4192,8.63526
0.00382094,28.5739,8.91425,23.4218,8.63612
0.00382756,28.5739,8.91483,23.4242,8.63697
0.00383418,28.5739,8.91541,23.4266,8.63782
0.0038408,28.5739,8.91599,23.4288,8.63867
0.00384742,28.5739,8.91657,23.431,8.63952
0.00385405,28.5739,8.91715,23.4332,8.64038
0.00386067,28.5739,8.91773,23.4352,8.64123
0.00386729,28.5739,8.91831,23.4372,8.64208
0.00387391,28.5739,8.91889,23.4391,8.64293
0.00388054,28.5739,8.91947,23.4409,8.64378
0.00388716,28.5739,8.92005,23.4426,8.64464
0.00389378,28.5739,8.92062,23.4443,8.64549
0.0039004,28.5739,8.9212,23.4459,8.64634
0.00390702,28.5739,8.92178,23.4474,8.64719
0.00391365,28.5739,8.92236,23.4489,8.64805
0.00392027,28.5739,8.92293,23.4502,8.6489
0.00392689,28.5739,8.92351,23.4516,8.64975
0.00393351,28.5739,8.92409,23.4528,8.65061
0.00394013,28.5739,8.92467,23.454,8.65146
0.00394676,28.5739,8.92525,23.4551,8.65231
0.00395338,28.5739,8.92583,23.4562,8.65316
0.00396,28.5739,8.9264,23.4572,8.65402
0.00396662,28.5739,8.92698,23.4582,8.65487
0.00397324,28.5739,8.92756,23.4591,8.65572
0.00397987,28.5739,8.92814,23.4599,8.65658
0.00398649,28.5739,8.92871,23.4607,8.65743
0.00399311,28.5739,8.92929,23.4615,8.65828
0.00399973,28.5739,8.92987,23.4622,8.65913
0.00400635,28.5739,8.93044,23.4629,8.65999
0.00401298,28.5739,8.93102,23.4635,8.66084
0.0040196,28.5739,8.9316,23.4641,8.66169
0.00402622,28.5739,8.93218,23.4647,8.66254
0.00403284,28.5739,8.93276,23.4652,8.6634
0.00403946,28.5739,8.93333,23.4657,8.66425
0.00404609,28.5739,8.93391,23.4662,8.6651
0.00405271,28.5739,8.93449,23.4666,8.66596
0.00405933,28.5739,8.93507,23.467,8.66681
0.00406595,28.5739,8.93565,23.4674,8.66766
0.00407258,28.5739,8.93623,23.4678,8.66851
0.0040792,28.5739,8.9368,23.4682,8.66937
0.00408582,28.5739,8.93738,23.4685,8.67022
0.00409244,28.5739,8.93796,23.4689,8.67107
0.00409906,28.5739,8.93854,23.4692,8.67192
0.00410569,28.5739,8.93912,23.4695,8.67278
0.00411231,28.5739,8.9397,23.4698,8.67363
0.00411893,28.5739,8.94028,23.4701,8.67448
0.00412555,28.5739,8.94086,23.4704,8.67533
0.00413217,28.5739,8.94145,23.4706,8.67618
0.0041388,28.5739,8.94204,23.4709,8.67704
0.00414542,28.5739,8.94264,23.4712,8.67789
0.00415204,28.5739,8.94326,23.4714,8.67874
0.00415866,28.5739,8.9439,23.4717,8.67959
0.00416528,28.5739,8.94457,23.4719,8.68045
0.00417191,28.5739,8.94528,23.4721,8.6813
0.00417853,28.5739,8.94606,23.4724,8.68215
0.00418515,28.5739,8.94693,23.4726,8.683
0.00419177,28.5739,8.94791,23.4729,8.68385
0.00419839,28.5739,8.94905,23.4731,8.68471
0.00420502,28.5739,8.95041,23.4733,8.68556
0.00421164,28.5739,8.95203,23.4736,8.68641
0.00421826,28.5739,8.954,23.4738,8.68726
0.00422488,28.5739,8.95641,23.474,8.68811
0.00423151,28.5739,8.95936,23.4743,8.68896
0.00423813,28.5739,8.96296,23.4745,8.68982
0.00424475,28.5739,8.96736,23.4747,8.69067
0.00425137,28.5739,8.97271,23.4749,8.69152
0.00425799,28.5739,8.97916,23.4751,8.69237
0.00426462,28.5739,8.98689,23.4754,8.69322
0.00427124,28.5739,8.99607,23.4756,8.69407
0.00427786,28.5739,9.00689,23.4758,8.69493
0.00428448,28.5739,9.01951,23.476,8.69578
0.0042911,28.5739,9.0341,23.4762,8.69663
0.00429773,28.5739,9.05081,23.4764,8.69748
0.00430435,28.5739,9.06978,23.4766,8.69833
0.00431097,28.5739,9.09111,23.4768,8.69918
0.00431759,28.5739,9.11487,23.477,8.70003
0.00432421,28.5739,9.1411,23.4772,8.70089
0.00433084,28.5739,9.16981,23.4774,8.70174
0.00433746,28.5739,9.20097,23.4777,8.70259
0.00434408,28.5739,9.23452,23.4779,8.70344
0.0043507,28.5739,9.27038,23.4781,8.70429
0.00435732,28.5739,9.30841,23.4783,8.70514
0.00436395,28.5739,9.34847,23.4785,8.70599
0.00437057,28.5739,9.39037,23.4787,8.70684
0.00437719,28.5739,9.43394,23.4789,8.70769
0.00438381,28.5739,9.47898,23.4791,8.70854
0.00439043,28.5739,9.52531,23.4793,8.7094
0.00439706,28.5739,9.57272,23.4795,8.71025
0.00440368,28.5739,9.62103,23.4797,8.7111
0.0044103,28.574,9.67007,23.4799,8.71195
0.00441692,28.574,9.71968,23.4801,8.7128
0.00442355,28.574,9.76973,23.4803,8.71365
0.00443017,28.574,9.82013,23.4805,8.7145
0.00443679,28.574,9.87081,23.4807,8.71535
0.00444341,28.574,9.92161,23.4809,8.7162
0.00445003,28.574,9.9724,23.4811,8.71705
0.00445666,28.574,10.0231,23.4813,8.7179
0.00446328,28.574,10.0737,23.4815,8.71875
0.0044699,28.574,10.1241,23.4817,8.7196
0.00447652,28.574,10.1743,23.4819,8.72045
0.00448314,28.574,10.2243,23.4821,8.7213
0.00448977,28.574,10.274,23.4823,8.72215
0.00449639,28.574,10.3235,23.4825,8.723
0.00450301,28.574,10.3728,23.4827,8.72385
0.00450963,28.574,10.4218,23.4829,8.7247
0.00451625,28.574,10.4705,23.483,8.72555
0.00452288,28.574,10.519,23.4832,8.7264
0.0045295,28.574,10.5672,23.4834,8.72726
0.00453612,28.574,10.6151,23.4836,8.72811
0.00454274,28.574,10.6627,23.4838,8.72896
0.00454936,28.574,10.7101,23.484,8.72981
0.00455599,28.574,10.7572,23.4842,8.73065
0.00456261,28.574,10.804,23.4844,8.7315
0.00456923,28.574,10.8506,23.4846,8.73235
0.00457585,28.574,10.8969,23.4848,8.7332
0.00458247,28.574,10.9429,23.485,8.73405
0.0045891,28.574,10.9886,23.4852,8.7349
0.00459572,28.574,11.0341,23.4854,8.73575
0.00460234,28.574,11.0794,23.4856,8.7366
0.00460896,28.574,11.1244,23.4858,8.73745
0.00461559,28.574,11.1693,23.486,8.7383
0.00462221,28.574,11.2139,23.4862,8.73915
0.00462883,28.574,11.2583,23.4863,8.74
0.00463545,28.574,11.3024,23.4865,8.74085
0.00464207,28.574,11.3462,23.4867,8.7417
0.0046487,28.574,11.3897,23.4869,8.74255
0.00465532,28.574,11.433,23.4871,8.7434
0.00466194,28.574,11.4761,23.4873,8.74425
0.00466856,28.574,11.519,23.4875,8.7451
0.00467518,28.5741,11.5616,23.4877,8.74595
0.00468181,28.5741,11.604,23.4879,8.7468
0.00468843,28.5741,11.6461,23.4881,8.74765
0.00469505,28.5741,11.688,23.4883,8.74849
0.00470167,28.5741,11.7297,23.4885,8.74934
0.00470829,28.5741,11.7711,23.4887,8.75019
0.00471492,28.5741,11.8124,23.4888,8.75104
0.00472154,28.5741,11.8534,23.489,8.75189
0.00472816,28.5741,11.8942,23.4892,8.75274
0.00473478,28.5741,11.9347,23.4894,8.75359
0.0047414,28.5741,11.9751,23.4896,8.75444
0.00474803,28.5741,12.0152,23.4898,8.75529
0.00475465,28.5741,12.0551,23.49,8.75614
0.00476127,28.5741,12.0948,23.4902,8.75698
0.00476789,28.5741,12.1342,23.4904,8.75783
0.00477452,28.5741,12.1735,23.4906,8.75868
0.00478114,28.5741,12.2125,23.4908,8.75953
0.00478776,28.5741,12.2513,23.491,8.76038
0.00479438,28.5741,12.2899,23.4912,8.76123
0.004801,28.5741,12.3283,23.4913,8.76208
0.00480763,28.5741,12.3665,23.4915,8.76292
0.00481425,28.5741,12.4046,23.4917,8.76377
0.00482087,28.5741,12.4424,23.4919,8.76462
0.00482749,28.5741,12.4801,23.4921,8.76547
0.00483411,28.5741,12.5176,23.4923,8.76632
0.00484074,28.5741,12.5549,23.4925,8.76717
0.00484736,28.5741,12.5919,23.4927,8.76801
0.00485398,28.5741,12.6286,23.4929,8.76886
0.0048606,28.5741,12.6652,23.4931,8.76971
0.00486722,28.5741,12.7015,23.4933,8.77056
0.00487385,28.5741,12.7375,23.4934,8.77141
0.00488047,28.5741,12.7733,23.4936,8.77225
0.00488709,28.5741,12.8087,23.4938,8.7731
0.00489371,28.5741,12.8439,23.494,8.77395
0.00490033,28.5741,12.8787,23.4942,8.7748
0.00490696,28.5741,12.913,23.4944,8.77565
0.00491358,28.5741,12.9469,23.4946,8.77649
0.0049202,28.5741,12.9803,23.4948,8.77734
0.00492682,28.5741,13.0131,23.495,8.77819
0.00493344,28.5741,13.0452,23.4952,8.77904
0.00494007,28.5741,13.0766,23.4954,8.77989
0.00494669,28.5741,13.1071,23.4955,8.78073
0.00495331,28.5741,13.1368,23.4957,8.78158
0.00495993,28.5741,13.1654,23.4959,8.78243
0.00496656,28.5741,13.1929,23.4961,8.78328
0.00497318,28.5741,13.2192,23.4963,8.78412
0.0049798,28.5741,13.2443,23.4965,8.78497
0.00498642,28.5741,13.268,23.4967,8.78582
0.00499304,28.5741,13.2903,23.4969,8.78667
0.00499967,28.5741,13.3112,23.4971,8.78751
0.00500629,28.5741,13.3306,23.4973,8.78836
0.00501291,28.5741,13.3485,23.4975,8.78921
0.00501953,28.5741,13.365,23.4977,8.79006
0.00502615,28.5741,13.38,23.4979,8.7909
0.00503278,28.5741,13.3935,23.4981,8.79175
0.0050394,28.5741,13.4057,23.4983,8.7926
0.00504602,28.5741,13.4166,23.4985,8.79344
0.00505264,28.5741,13.4262,23.4987,8.79429
0.00505926,28.5741,13.4347,23.4989,8.79514
0.00506589,28.5741,13.4421,23.4991,8.79599
0.00507251,28.5741,13.4486,23.4993,8.79683
0.00507913,28.5741,13.4543,23.4995,8.79768
0.00508575,28.5741,13.4591,23.4997,8.79853
0.00509237,28.5742,13.4634,23.4999,8.79937
0.005099,28.5742,13.467,23.5001,8.80022
0.00510562,28.5742,13.4702,23.5003,8.80107
0.00511224,28.5742,13.473,23.5005,8.80191
0.00511886,28.5742,13.4754,23.5007,8.80276
0.00512548,28.5742,13.4775,23.5009,8.80361
0.00513211,28.5742,13.4795,23.5011,8.80445
0.00513873,28.5742,13.4812,23.5013,8.8053
0.00514535,28.5742,13.4827,23.5015,8.80615
0.00515197,28.5742,13.4842,23.5017,8.80699
0.0051586,28.5742,13.4856,23.5019,8.80784
0.00516522,28.5742,13.4868,23.5021,8.80869
0.00517184,28.5742,13.4881,23.5024,8.80953
0.00517846,28.5742,13.4892,23.5026,8.81038
0.00518508,28.5742,13.4904,23.5028,8.81123
0.00519171,28.5742,13.4914,23.503,8.81207
0.00519833,28.5742,13.4925,23.5032,8.81292
0.00520495,28.5742,13.4935,23.5034,8.81376
0.00521157,28.5742,13.4945,23.5037,8.81461
0.00521819,28.5742,13.4955,23.5039,8.81546
0.00522482,28.5742,13.4964,23.5041,8.8163
0.00523144,28.5742,13.4974,23.5044,8.81715
0.00523806,28.5742,13.4983,23.5046,8.81799
0.00524468,28.5742,13.4992,23.5048,8.81884
0.0052513,28.5742,13.5001,23.505,8.81969
0.00525793,28.5742,13.501,23.5053,8.82053
0.00526455,28.5742,13.5018,23.5055,8.82138
0.00527117,28.5742,13.5027,23.5057,8.82222
0.00527779,28.5742,13.5035,23.5059,8.82307
0.00528441,28.5742,13.5043,23.5061,8.82392
0.00529104,28.5742,13.5051,23.5064,8.82476
0.00529766,28.5742,13.5059,23.5066,8.82561
0.00530428,28.5742,13.5066,23.5069,8.82645
0.0053109,28.5742,13.5074,23.5071,8.8273
0.00531753,28.5742,13.5081,23.5073,8.82814
0.00532415,28.5742,13.5089,23.5076,8.82899
0.00533077,28.5742,13.5096,23.5078,8.82984
0.00533739,28.5742,13.5103,23.508,8.83068
0.00534401,28.5742,13.511,23.5082,8.83153
0.00535064,28.5742,13.5116,23.5085,8.83237
0.00535726,28.5742,13.5123,23.5087,8.83322
0.00536388,28.5742,13.513,23.509,8.83406
0.0053705,28.5742,13.5136,23.5092,8.83491
0.00537712,28.5742,13.5142,23.5094,8.83575
0.00538375,28.5742,13.5149,23.5097,8.8366
0.00539037,28.5742,13.5155,23.5099,8.83744
0.00539699,28.5742,13.5161,23.5102,8.83829
0.00540361,28.5742,13.5167,23.5104,8.83914
0.00541023,28.5742,13.5172,23.5107,8.83998
0.00541686,28.5742,13.5178,23.5109,8.84083
0.00542348,28.5742,13.5184,23.5112,8.84167
0.0054301,28.5742,13.5189,23.5114,8.84252
0.00543672,28.5742,13.5194,23.5117,8.84336
0.00544334,28.5742,13.52,23.5119,8.84421
0.00544997,28.5742,13.5205,23.5122,8.84505
0.00545659,28.5742,13.521,23.5124,8.8459
0.00546321,28.5742,13.5215,23.5127,8.84674
0.00546983,28.5742,13.5221,23.5129,8.84759
0.00547645,28.5742,13.5226,23.5132,8.84843
0.00548308,28.5742,13.5231,23.5134,8.84927
0.0054897,28.5742,13.5235,23.5137,8.85012
0.00549632,28.5742,13.524,23.514,8.85096
0.00550294,28.5742,13.5245,23.5142,8.85181
0.00550957,28.5742,13.525,23.5145,8.85265
0.00551619,28.5742,13.5254,23.5147,8.8535
0.00552281,28.5742,13.5259,23.515,8.85434
0.00552943,28.5742,13.5263,23.5152,8.85519
0.00553605,28.5742,13.5268,23.5155,8.85603
0.00554268,28.5742,13.5272,23.5158,8.85688
0.0055493,28.5742,13.5277,23.516,8.85772
0.00555592,28.5742,13.5281,23.5163,8.85856
0.00556254,28.5742,13.5285,23.5166,8.85941
0.00556916,28.5742,13.5289,23.5168,8.86025
0.00557579,28.5742,13.5294,23.5171,8.8611
0.00558241,28.5742,13.5298,23.5174,8.86194
0.00558903,28.5742,13.5302,23.5176,8.86279
0.00559565,28.5742,13.5306,23.5179,8.86363
0.00560227,28.5742,13.531,23.5181,8.86447
0.0056089,28.5742,13.5314,23.5184,8.86532
0.00561552,28.5742,13.5318,23.5187,8.86616
0.00562214,28.5742,13.5323,23.519,8.86701
0.00562876,28.5742,13.5327,23.5193,8.86785
0.00563538,28.5742,13.5331,23.5195,8.8687
0.00564201,28.5742,13.5335,23.5198,8.86954
0.00564863,28.5742,13.5338,23.5201,8.87038
0.00565525,28.5742,13.5342,23.5204,8.87123
0.00566187,28.5742,13.5346,23.5206,8.87207
0.00566849,28.5742,13.535,23.5209,8.87291
0.00567512,28.5742,13.5354,23.5212,8.87376
0.00568174,28.5742,13.5358,23.5214,8.8746
0.00568836,28.5742,13.5361,23.5217,8.87545
0.00569498,28.5742,13.5365,23.522,8.87629
0.00570161,28.5742,13.5369,23.5223,8.87713
0.00570823,28.5742,13.5373,23.5225,8.87798
0.00571485,28.5742,13.5377,23.5228,8.87882
0.00572147,28.5742,13.538,23.5231,8.87966
0.00572809,28.5742,13.5384,23.5234,8.88051
0.00573472,28.5742,13.5388,23.5236,8.88135
0.00574134,28.5742,13.5392,23.5239,8.88219
0.00574796,28.5742,13.5396,23.5242,8.88304
0.00575458,28.5742,13.5399,23.5245,8.88388
0.0057612,28.5742,13.5403,23.5248,8.88472
0.00576783,28.5742,13.5407,23.525,8.88557
0.00577445,28.5742,13.5411,23.5253,8.88641
0.00578107,28.5742,13.5414,23.5256,8.88725
0.00578769,28.5742,13.5418,23.5259,8.8881
0.00579431,28.5742,13.5422,23.5262,8.88894
0.00580094,28.5742,13.5425,23.5264,8.88978
0.00580756,28.5742,13.5429,23.5267,8.89063
0.00581418,28.5742,13.5433,23.527,8.89147
0.0058208,28.5742,13.5437,23.5273,8.89231
0.00582742,28.5742,13.544,23.5275,8.89316
0.00583405,28.5742,13.5444,23.5278,8.894
0.00584067,28.5742,13.5448,23.5281,8.89484
0.00584729,28.5742,13.5451,23.5284,8.89569
0.00585391,28.5742,13.5455,23.5287,8.89653
0.00586054,28.5742,13.5459,23.529,8.89737
0.00586716,28.5742,13.5462,23.5292,8.89821
0.00587378,28.5742,13.5466,23.5295,8.89906
0.0058804,28.5742,13.547,23.5298,8.8999
0.00588702,28.5742,13.5474,23.53,8.90074
0.00589365,28.5742,13.5477,23.5303,8.90159
0.00590027,28.5742,13.5481,23.5306,8.90243
0.00590689,28.5742,13.5485,23.5309,8.90327
0.00591351,28.5742,13.5488,23.5311,8.90411
0.00592013,28.5742,13.5492,23.5314,8.90496
0.00592676,28.5742,13.5496,23.5317,8.9058
0.00593338,28.5742,13.55,23.532,8.90664
0.00594,28.5742,13.5503,23.5323,8.90748
0.00594662,28.5742,13.5507,23.5326,8.90833
0.00595324,28.5742,13.5511,23.5328,8.90917
0.00595987,28.5742,13.5514,23.5331,8.91001
0.00596649,28.5742,13.5518,23.5334,8.91085
0.00597311,28.5742,13.5522,23.5337,8.9117
0.00597973,28.5742,13.5525,23.5339,8.91254
0.00598635,28.5742,13.5529,23.5342,8.91338
0.00599298,28.5742,13.5533,23.5345,8.91422
0.0059996,28.5742,13.5536,23.5348,8.91507
0.00600622,28.5742,13.554,23.5351,8.91591
0.00601284,28.5742,13.5544,23.5353,8.91675
0.00601946,28.5742,13.5547,23.5356,8.91759
0.00602609,28.5742,13.5551,23.5359,8.91843
0.00603271,28.5742,13.5555,23.5362,8.91928
0.00603933,28.5742,13.5558,23.5364,8.92012
0.00604595,28.5742,13.5562,23.5367,8.92096
0.00605258,28.5742,13.5566,23.537,8.9218
0.0060592,28.5742,13.5569,23.5373,8.92264
0.00606582,28.5742,13.5573,23.5375,8.92349
0.00607244,28.5742,13.5577,23.5378,8.92433
0.00607906,28.5742,13.558,23.5381,8.92517
0.00608569,28.5742,13.5584,23.5384,8.92601
0.00609231,28.5742,13.5588,23.5386,8.92685
0.00609893,28.5742,13.5591,23.5389,8.92769
0.00610555,28.5742,13.5595,23.5392,8.92854
0.00611217,28.5742,13.5599,23.5395,8.92938
0.0061188,28.5742,13.5602,23.5398,8.93022
0.00612542,28.5742,13.5606,23.5401,8.93106
0.00613204,28.5742,13.561,23.5403,8.9319
0.00613866,28.5742,13.5613,23.5406,8.93274
0.00614528,28.5742,13.5617,23.5409,8.93359
0.00615191,28.5742,13.5621,23.5412,8.93443
0.00615853,28.5742,13.5624,23.5414,8.93527
0.00616515,28.5742,13.5628,23.5417,8.93611
0.00617177,28.5742,13.5632,23.542,8.93695
0.00617839,28.5742,13.5635,23.5422,8.93779
0.00618502,28.5742,13.5639,23.5425,8.93863
0.00619164,28.5742,13.5643,23.5428,8.93948
0.00619826,28.5742,13.5646,23.5431,8.94032
0.00620488,28.5742,13.565,23.5434,8.94116
0.00621151,28.5742,13.5654,23.5436,8.942
0.00621813,28.5742,13.5657,23.5439,8.94284
0.00622475,28.5742,13.5661,23.5442,8.94368
0.00623137,28.5742,13.5665,23.5445,8.94452
0.00623799,28.5742,13.5668,23.5448,8.94536
0.00624462,28.5742,13.5672,23.545,8.9462
0.00625124,28.5742,13.5676,23.5453,8.94705
0.00625786,28.5742,13.5679,23.5456,8.94789
0.00626448,28.5742,13.5683,23.5459,8.94873
0.0062711,28.5742,13.5686,23.5461,8.94957
0.00627773,28.5742,13.569,23.5464,8.95041
0.00628435,28.5742,13.5694,23.5467,8.95125
0.00629097,28.5742,13.5697,23.547,8.95209
0.00629759,28.5742,13.5701,23.5473,8.95293
0.00630421,28.5742,13.5705,23.5476,8.95377
0.00631084,28.5742,13.5708,23.5479,8.95461
0.00631746,28.5742,13.5712,23.5481,8.95545
0.00632408,28.5742,13.5716,23.5484,8.95629
0.0063307,28.5742,13.5719,23.5487,8.95713
0.00633732,28.5742,13.5723,23.5489,8.95797
0.00634395,28.5742,13.5727,23.5492,8.95882
0.00635057,28.5742,13.573,23.5495,8.95966
0.00635719,28.5742,13.5734,23.5498,8.9605
0.00636381,28.5742,13.5738,23.5501,8.96134
0.00637043,28.5742,13.5741,23.5504,8.96218
0.00637706,28.5742,13.5745,23.5506,8.96302
0.00638368,28.5742,13.5749,23.5509,8.96386
0.0063903,28.5742,13.5752,23.5512,8.9647
0.00639692,28.5742,13.5756,23.5515,8.96554
0.00640355,28.5742,13.576,23.5518,8.96638
0.00641017,28.5742,13.5763,23.552,8.96722
0.00641679,28.5742,13.5767,23.5523,8.96806
0.00642341,28.5742,13.577,23.5526,8.9689
0.00643003,28.5742,13.5774,23.5529,8.96974
0.00643666,28.5742,13.5778,23.5532,8.97058
0.00644328,28.5742,13.5781,23.5534,8.97142
0.0064499,28.5742,13.5785,23.5537,8.97226
0.00645652,28.5742,13.5788,23.554,8.9731
0.00646314,28.5742,13.5792,23.5543,8.97394
0.00646977,28.5742,13.5796,23.5546,8.97478
0.00647639,28.5742,13.5799,23.5549,8.97562
0.00648301,28.5742,13.5803,23.5551,8.97646
0.00648963,28.5742,13.5807,23.5554,8.9773
0.00649625,28.5742,13.581,23.5557,8.97814
0.00650288,28.5742,13.5814,23.556,8.97898
0.0065095,28.5742,13.5818,23.5563,8.97982
0.00651612,28.5742,13.5821,23.5566,8.98066
0.00652274,28.5742,13.5825,23.5568,8.9815
0.00652936,28.5742,13.5829,23.5571,8.98234
0.00653599,28.5742,13.5832,23.5574,8.98318
0.00654261,28.5742,13.5836,23.5577,8.98402
0.00654923,28.5742,13.584,23.5579,8.98486
0.00655585,28.5742,13.5843,23.5582,8.9857
0.00656247,28.5742,13.5847,23.5585,8.98653
0.0065691,28.5742,13.5851,23.5588,8.98737
0.00657572,28.5742,13.5854,23.5591,8.98821
0.00658234,28.5742,13.5858,23.5593,8.98905
0.00658896,28.5742,13.5861,23.5596,8.98989
0.00659559,28.5742,13.5865,23.5599,8.99073
0.00660221,28.5742,13.5869,23.5602,8.99157
0.00660883,28.5742,13.5872,23.5605,8.99241
0.00661545,28.5742,13.5876,23.5607,8.99325
0.00662207,28.5742,13.588,23.561,8.99409
0.0066287,28.5742,13.5883,23.5613,8.99493
0.00663532,28.5742,13.5887,23.5615,8.99577
0.00664194,28.5742,13.5891,23.5618,8.99661
0.00664856,28.5742,13.5895,23.5621,8.99744
0.00665518,28.5742,13.5899,23.5624,8.99828
0.00666181,28.5742,13.5903,23.5627,8.99912
0.00666843,28.5742,13.5907,23.5629,8.99996
0.00667505,28.5742,13.5912,23.5632,9.0008
0.00668167,28.5742,13.5916,23.5635,9.00164
0.00668829,28.5742,13.5922,23.5638,9.00248
0.00669492,28.5742,13.5927,23.5641,9.00332
0.00670154,28.5742,13.5933,23.5644,9.00416
0.00670816,28.5742,13.5939,23.5646,9.00499
0.00671478,28.5742,13.5946,23.5649,9.00583
0.0067214,28.5742,13.5952,23.5652,9.00667
0.00672803,28.5742,13.5959,23.5655,9.00751
0.00673465,28.5742,13.5965,23.5657,9.00835
0.00674127,28.5742,13.5972,23.566,9.00919
0.00674789,28.5742,13.5979,23.5663,9.01003
0.00675452,28.5742,13.5986,23.5666,9.01086
0.00676114,28.5742,13.5992,23.5669,9.0117
0.00676776,28.5742,13.5999,23.5671,9.01254
0.00677438,28.5742,13.6006,23.5674,9.01338
0.006781,28.5742,13.6013,23.5677,9.01422
0.00678763,28.5742,13.602,23.5679,9.01506
0.00679425,28.5742,13.6026,23.5682,9.0159
0.00680087,28.5742,13.6033,23.5685,9.01674
0.00680749,28.5742,13.604,23.5688,9.01759
0.00681411,28.5742,13.6047,23.5691,9.01843
0.00682074,28.5742,13.6053,23.5693,9.01928
0.00682736,28.5742,13.606,23.5696,9.02012
0.00683398,28.5742,13.6067,23.5699,9.02097
0.0068406,28.5742,13.6074,23.5702,9.02181
0.00684722,28.5742,13.6081,23.5704,9.02266
0.00685385,28.5742,13.6087,23.5707,9.0235
0.00686047,28.5742,13.6094,23.571,9.02435
0.00686709,28.5742,13.6101,23.5713,9.02519
0.00687371,28.5742,13.6108,23.5715,9.02604
0.00688033,28.5742,13.6115,23.5718,9.02688
0.00688696,28.5742,13.6121,23.5721,9.02773
0.00689358,28.5742,13.6128,23.5724,9.02857
0.0069002,28.5742,13.6135,23.5727,9.02942
0.00690682,28.5742,13.6142,23.5729,9.03026
0.00691344,28.5742,13.6149,23.5732,9.03111
0.00692007,28.5742,13.6155,23.5735,9.03195
0.00692669,28.5742,13.6162,23.5738,9.0328
0.00693331,28.5742,13.6169,23.574,9.03364
0.00693993,28.5742,13.6176,23.5743,9.03449
0.00694656,28.5742,13.6183,23.5746,9.03533
0.00695318,28.5742,13.619,23.5749,9.03618
0.0069598,28.5742,13.6197,23.5751,9.03702
0.00696642,28.5742,13.6203,23.5754,9.03787
0.00697304,28.5742,13.621,23.5757,9.03871
0.00697967,28.5742,13.6217,23.576,9.03956
0.00698629,28.5742,13.6224,23.5762,9.0404
0.00699291,28.5742,13.6231,23.5765,9.04125
0.00699953,28.5742,13.6238,23.5768,9.04209
0.00700615,28.5742,13.6244,23.5771,9.04293
0.00701278,28.5742,13.6251,23.5773,9.04378
0.0070194,28.5742,13.6258,23.5776,9.04462
0.00702602,28.5742,13.6265,23.5779,9.04547
0.00703264,28.5742,13.6272,23.5781,9.04631
0.00703926,28.5742,13.6279,23.5784,9.04716
0.00704589,28.5742,13.6285,23.5787,9.048
0.00705251,28.5742,13.6292,23.579,9.04885
0.00705913,28.5742,13.6299,23.5792,9.04969
0.00706575,28.5742,13.6306,23.5795,9.05053
0.00707237,28.5742,13.6313,23.5798,9.05138
0.007079,28.5742,13.632,23.5801,9.05222
0.00708562,28.5742,13.6327,23.5804,9.05307
0.00709224,28.5742,13.6334,23.5806,9.05391
0.00709886,28.5742,13.6341,23.5809,9.05475
0.00710548,28.5742,13.6347,23.5812,9.0556
0.00711211,28.5742,13.6354,23.5814,9.05644
0.00711873,28.5742,13.6361,23.5817,9.05729
0.00712535,28.5742,13.6368,23.582,9.05813
0.00713197,28.5742,13.6375,23.5823,9.05897
0.0071386,28.5742,13.6382,23.5826,9.05982
0.00714522,28.5742,13.6389,23.5829,9.06066
0.00715184,28.5742,13.6396,23.5831,9.06151
0.00715846,28.5742,13.6403,23.5834,9.06235
0.00716508,28.5742,13.6409,23.5837,9.06319
0.00717171,28.5742,13.6416,23.584,9.06404
0.00717833,28.5742,13.6423,23.5843,9.06488
0.00718495,28.5742,13.643,23.5845,9.06572
0.00719157,28.5742,13.6437,23.5848,9.06657
0.00719819,28.5742,13.6444,23.5851,9.06741
0.00720482,28.5742,13.6451,23.5853,9.06825
0.00721144,28.5742,13.6458,23.5856,9.0691
0.00721806,28.5742,13.6465,23.5859,9.06994
0.00722468,28.5742,13.6472,23.5862,9.07078
0.0072313,28.5742,13.6479,23.5865,9.07163
0.00723793,28.5742,13.6486,23.5868,9.07247
0.00724455,28.5742,13.6493,23.5871,9.07331
0.00725117,28.5742,13.65,23.5873,9.07416
0.00725779,28.5742,13.6506,23.5876,9.075
0.00726441,28.5742,13.6513,23.5879,9.07584
0.00727104,28.5742,13.652,23.5882,9.07669
0.00727766,28.5742,13.6527,23.5884,9.07753
0.00728428,28.5742,13.6534,23.5887,9.07837
0.0072909,28.5742,13.6541,23.589,9.07922
0.00729753,28.5742,13.6548,23.5893,9.08006
0.00730415,28.5742,13.6555,23.5895,9.0809
0.00731077,28.5742,13.6562,23.5898,9.08175
0.00731739,28.5742,13.6569,23.5901,9.08259
0.00732401,28.5742,13.6576,23.5904,9.08343
0.00733064,28.5742,13.6583,23.5907,9.08427
0.00733726,28.5742,13.659,23.5909,9.08512
0.00734388,28.5742,13.6597,23.5912,9.08596
0.0073505,28.5742,13.6604,23.5915,9.0868
0.00735712,28.5742,13.6611,23.5918,9.08765
0.00736375,28.5742,13.6618,23.592,9.08849
