x_min,x_max,y_min,y_max,N,M,c,a,C_v,CFL,precision,t_0,t_f,step_count,rho_expr,sigma_a_expr,sigma_c_expr,E_0_expr,F_0_x_expr,F_0_y_expr,T_0_expr,E_u_expr,F_u_x_expr,F_u_y_expr,T_u_expr,E_d_expr,F_d_x_expr,F_d_y_expr,T_d_expr,E_l_expr,F_l_x_expr,F_l_y_expr,T_l_expr,E_r_expr,F_r_x_expr,F_r_y_expr,T_r_expr,rho_attr,rho,E_f,F_f_x,F_f_y,T_f,E_u,F_u,T_u,E_d,F_d,T_d,E_l,F_l,T_l,E_r,F_r,T_r
