x_min,x_max,N,c,a,C_v,CFL,precision,t_0,t_f,rho_expr,sigma_a_expr,sigma_c_expr,E_0_expr,F_0_expr,T_0_expr,dt,step_count,t,E_left,E_center,F_left,F_right,T_left,T_right,E_exact_left,E_exact_center,F_exact_left,F_exact_right,T_exact_left,T_exact_right
0,1,100,10,1,1,0.99,1e-06,0.002,0.02,"1","0","10","exp(-((x-0.5)^2)/(4*1*(t_0)))/(2*sqrt(_pi*1*(t_0)))","0","0",0.00099,21,"[0, 0.00099, 0.00198, 0.00297, 0.00396, 0.00495, 0.00594, 0.00693, 0.00792, 0.00891, 0.0099, 0.01089, 0.01188, 0.01287, 0.01386, 0.01485, 0.01584, 0.01683, 0.01782, 0.01881, 0.0198]","[3.14959e-13, 6.71932e-13, 1.75039e-12, 4.94056e-12, 1.41173e-11, 3.98845e-11, 1.1047e-10, 2.99183e-10, 7.91568e-10, 2.04544e-09, 5.16184e-09, 1.27217e-08, 3.06214e-08, 7.19886e-08, 1.65304e-07, 3.70775e-07, 8.12394e-07, 1.73893e-06, 3.63647e-06, 7.43005e-06, 1.48336e-05]","[6.28815, 6.21496, 6.02049, 5.72761, 5.3626, 4.95263, 4.52341, 4.09738, 3.69252, 3.3217, 2.99285, 2.70938, 2.47107, 2.27501, 2.11659, 1.99031, 1.89051, 1.81184, 1.74954, 1.69962, 1.65885]","[0, -3.26215e-13, -1.28365e-12, -4.08834e-12, -1.21222e-11, -3.46247e-11, -9.61455e-11, -2.60314e-10, -6.87846e-10, -1.77442e-09, -4.46941e-09, -1.09928e-08, -2.64031e-08, -6.1931e-08, -1.4187e-07, -3.17413e-07, -6.93633e-07, -1.48057e-06, -3.08704e-06, -6.28778e-06, -1.25117e-05]","[0, 3.26215e-13, 1.28365e-12, 4.08834e-12, 1.21222e-11, 3.46247e-11, 9.61455e-11, 2.60314e-10, 6.87846e-10, 1.77442e-09, 4.46941e-09, 1.09928e-08, 2.64031e-08, 6.1931e-08, 1.4187e-07, 3.17413e-07, 6.93633e-07, 1.48057e-06, 3.08704e-06, 6.28778e-06, 1.25117e-05]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3.14959e-13, 6.53358e-09, 9.25166e-07, 1.77603e-05, 0.000125643, 0.000503033, 0.00141237, 0.00313243, 0.00589332, 0.00984135, 0.0150333, 0.0214487, 0.0290095, 0.0375997, 0.0470829, 0.0573148, 0.0681528, 0.0794617, 0.0911172, 0.103008, 0.115036]","[6.28815, 5.14816, 4.46449, 3.99642, 3.6502, 3.38074, 3.16332, 2.98308, 2.83052, 2.69919, 2.5846, 2.48346, 2.39334, 2.31237, 2.23909, 2.17237, 2.11128, 2.05507, 2.00312, 1.95492, 1.91004]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
