t,E_left,E_right,E_exact_left,E_exact_right
0.00423151,11.0663,8.55463,0,0
0.00423813,11.0867,8.55444,0,0
0.00424475,11.1028,8.55432,0,0
0.00425137,11.1147,8.55428,0,0
0.00425799,11.1222,8.55432,0,0
0.00426462,11.1253,8.55443,0,0
0.00427124,11.1242,8.55462,0,0
0.00427786,11.1186,8.55488,0,0
0.00428448,11.1088,8.55521,0,0
0.0042911,11.0946,8.55562,0,0
0.00429773,11.0761,8.55609,0,0
0.00430435,11.0534,8.55663,0,0
0.00431097,11.0264,8.55725,0,0
0.00431759,10.9953,8.55793,0,0
0.00432421,10.9601,8.55867,0,0
0.00433084,10.9208,8.55947,0,0
0.00433746,10.8775,8.56034,0,0
0.00434408,10.8303,8.56127,0,0
0.0043507,10.7793,8.56226,0,0
0.00435732,10.7246,8.56329,0,0
0.00436395,10.6663,8.56439,0,0
0.00437057,10.6044,8.56553,0,0
0.00437719,10.5391,8.56672,0,0
0.00438381,10.4705,8.56796,0,0
0.00439043,10.3987,8.56924,0,0
0.00439706,10.3238,8.57056,0,0
0.00440368,10.246,8.57192,0,0
0.0044103,10.1654,8.57332,0,0
0.00441692,10.0822,8.57476,0,0
0.00442355,9.99644,8.57622,0,0
0.00443017,9.90831,8.57771,0,0
0.00443679,9.81798,8.57923,0,0
0.00444341,9.72559,8.58078,0,0
0.00445003,9.6313,8.58234,0,0
0.00445666,9.53527,8.58393,0,0
0.00446328,9.43768,8.58553,0,0
0.0044699,9.3387,8.58714,0,0
0.00447652,9.23848,8.58877,0,0
0.00448314,9.13721,8.5904,0,0
0.00448977,9.03506,8.59205,0,0
0.00449639,8.93221,8.59369,0,0
0.00450301,8.82884,8.59534,0,0
0.00450963,8.72512,8.59698,0,0
0.00451625,8.62123,8.59862,0,0
0.00452288,8.51736,8.60026,0,0
0.0045295,8.41368,8.60188,0,0
0.00453612,8.31038,8.6035,0,0
0.00454274,8.20764,8.6051,0,0
0.00454936,8.10562,8.60669,0,0
0.00455599,8.00452,8.60825,0,0
0.00456261,7.90449,8.6098,0,0
0.00456923,7.80573,8.61132,0,0
0.00457585,7.7084,8.61282,0,0
0.00458247,7.61266,8.61429,0,0
0.0045891,7.51869,8.61573,0,0
0.00459572,7.42664,8.61714,0,0
0.00460234,7.33668,8.61851,0,0
0.00460896,7.24897,8.61985,0,0
0.00461559,7.16364,8.62115,0,0
0.00462221,7.08086,8.62241,0,0
0.00462883,7.00077,8.62363,0,0
0.00463545,6.92349,8.6248,0,0
0.00464207,6.84918,8.62593,0,0
0.0046487,6.77795,8.62701,0,0
0.00465532,6.70993,8.62804,0,0
0.00466194,6.64523,8.62903,0,0
0.00466856,6.58397,8.62996,0,0
0.00467518,6.52625,8.63083,0,0
0.00468181,6.47217,8.63166,0,0
0.00468843,6.42182,8.63242,0,0
0.00469505,6.3753,8.63312,0,0
0.00470167,6.33267,8.63376,0,0
0.00470829,6.29401,8.63435,0,0
0.00471492,6.25939,8.63487,0,0
0.00472154,6.22887,8.63533,0,0
0.00472816,6.20249,8.63573,0,0
0.00473478,6.1803,8.63606,0,0
0.0047414,6.16234,8.63633,0,0
0.00474803,6.14863,8.63653,0,0
0.00475465,6.1392,8.63666,0,0
0.00476127,6.13407,8.63673,0,0
0.00476789,6.13323,8.63672,0,0
0.00477452,6.1367,8.63665,0,0
0.00478114,6.14446,8.63651,0,0
0.00478776,6.15649,8.63631,0,0
0.00479438,6.17278,8.63603,0,0
0.004801,6.19329,8.63568,0,0
0.00480763,6.21799,8.63527,0,0
0.00481425,6.24684,8.63479,0,0
0.00482087,6.27977,8.63425,0,0
0.00482749,6.31674,8.63363,0,0
0.00483411,6.35768,8.63295,0,0
0.00484074,6.40251,8.6322,0,0
0.00484736,6.45117,8.63139,0,0
0.00485398,6.50355,8.63051,0,0
0.0048606,6.55958,8.62958,0,0
0.00486722,6.61915,8.62857,0,0
0.00487385,6.68216,8.62751,0,0
0.00488047,6.7485,8.62639,0,0
0.00488709,6.81806,8.62521,0,0
0.00489371,6.89071,8.62397,0,0
0.00490033,6.96633,8.62268,0,0
0.00490696,7.04479,8.62134,0,0
0.00491358,7.12595,8.61994,0,0
0.0049202,7.20968,8.6185,0,0
0.00492682,7.29583,8.61702,0,0
0.00493344,7.38424,8.61549,0,0
0.00494007,7.47477,8.61392,0,0
0.00494669,7.56727,8.61231,0,0
0.00495331,7.66157,8.61066,0,0
0.00495993,7.75751,8.60899,0,0
0.00496656,7.85492,8.60728,0,0
0.00497318,7.95364,8.60555,0,0
0.0049798,8.0535,8.60379,0,0
0.00498642,8.15432,8.60202,0,0
0.00499304,8.25593,8.60022,0,0
0.00499967,8.35817,8.59842,0,0
0.00500629,8.46084,8.5966,0,0
0.00501291,8.56378,8.59478,0,0
0.00501953,8.66681,8.59296,0,0
0.00502615,8.76975,8.59113,0,0
0.00503278,8.87243,8.58931,0,0
0.0050394,8.97466,8.5875,0,0
0.00504602,9.07627,8.5857,0,0
0.00505264,9.17709,8.58392,0,0
0.00505926,9.27694,8.58215,0,0
0.00506589,9.37565,8.58041,0,0
0.00507251,9.47305,8.57869,0,0
0.00507913,9.56897,8.57701,0,0
0.00508575,9.66325,8.57536,0,0
0.00509237,9.75573,8.57374,0,0
0.005099,9.84624,8.57217,0,0
0.00510562,9.93463,8.57064,0,0
0.00511224,10.0207,8.56916,0,0
0.00511886,10.1044,8.56773,0,0
0.00512548,10.1856,8.56634,0,0
0.00513211,10.264,8.56502,0,0
0.00513873,10.3395,8.56375,0,0
0.00514535,10.4121,8.56254,0,0
0.00515197,10.4816,8.5614,0,0
0.0051586,10.5479,8.56032,0,0
0.00516522,10.6108,8.55931,0,0
0.00517184,10.6703,8.55837,0,0
0.00517846,10.7262,8.55749,0,0
0.00518508,10.7785,8.55669,0,0
0.00519171,10.8271,8.55597,0,0
0.00519833,10.8718,8.55532,0,0
0.00520495,10.9126,8.55474,0,0
0.00521157,10.9495,8.55424,0,0
0.00521819,10.9823,8.55382,0,0
0.00522482,11.011,8.55347,0,0
0.00523144,11.0355,8.5532,0,0
0.00523806,11.0559,8.55301,0,0
0.00524468,11.072,8.5529,0,0
0.0052513,11.0839,8.55286,0,0
